,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nauczyciel [max],,,Warunek,,,Nauczyciel [max],,Warunek,,,Nauczyciel [max],,Warunek,,,Nauczyciel [max],,,,Warunek,,,
Cavalorn [60%],,,---,,,Wulfgar [50%],,Każdy poza najemnikami,,,Cavalorn [90%],,---,,,Udar [90%],,,,Pogadać z Kerolothem,,,
Wulfgar [50%],,,Każdy poza najemnikami,,,Falk [75%],,Członek obozu myśliwych,,,Niclas [60%],,---,,,Alrik [40%],,,,---,,,
Keroloth [60%],,,---,,,Atilla [60%],,Członek gildii złodziei,,,Bartok [60%],,---,,,Henry [60%],,,,Dostęp do obozu piratów,,,
Alrik [60%],,,---,,,Cord [90%],,najemników / bezgildyjnych,,,Wilk [60%],,Tylko najemników,,,Dragomir [60%],,,,Po zapłaceniu,,,
Barem [75%],,,Członek obozu myśliwych,,,Girion [90%],,Tylko paladynów,,,Raff [100%],,Członek obozu myśliwych,,,Gor Na Vid [100%],,,,Tylko SŚ,,,
Gor na Kosh [90%],,,Tylko SŚ,,,Rod [90%],,Uzyskanie jego szacunku,,,Gunnar [100%],,W Dolinie Cieni,,,Gunnar [100%],,,,W Dolinie Cieni,,,
Cedric [100%],,,Tylko paladynów,,,Lord Hagen [100%],,Paladynów powyżej 90%,,,Jack Aligator,,Po polowaniu na szczury,,,Viland [100%],,,,Tylko łowcę demonów,,,
Cord [90%],,,najemników / bezgildyjnych,,,Lee [100%],,Każdego powyżej 75%,,,---,,---,,,---,,,,---,,,
Asmal [100%],,,Członek gildii zabójców,,,Gor na Kosh [90%],,Tylko SŚ,,,---,,---,,,---,,,,---,,,
Cadore [100%],,,W dolinie cieni,,,Cadore [100%],,W dolinie cieni,,,---,,---,,,---,,,,---,,,
Viland [100%],,,Tylko łowcę demonów,,,Henry [60%],,Dostęp do obozu piratów,,,---,,---,,,---,,,,---,,,
---,,,---,,,Viland [100%],,Tylko łowcę demonów,,,---,,---,,,---,,,,---,,,
Umiejętności bojowe,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nazwa umiejętności,,,Nauczyciel,,,,,,,,Opis,,,,,,,,,,,,Koszt
,,,,,,,,,,,,,,,,,,,,,,,
Posługiwanie się tarczą,,,"1. Alrik każdego
2. Wulfgar każdego poza najemnikami
3. Jarvis najemników",,,,"4. Cedrik uczy paladynów
5. Gor Na Kosh tylko SŚ",,,,--> Kliknij tutaj by wyświetlić osobną kategorię poświęconą tarczom <--,,,,,,,,,,,,5 - 126 PN
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Władanie orkową bronią,,,"1. Ork trenujący w Kopalni Orków jeżeli pokonamy jego brata na arenie za 10PN
2. Ur-Karras jeżeli uratowaliśmy go w 1-2 rozdziale w Khorinis za 10PN
3. Ur-Azog uczy tylko szamana za 15PN już w 1 rozdziale",,,,,,,,"% władania zawsze ma animacje 90% 2H
Szansa na krytyk nadal jest adekwatna do % władania",,,,,,,,,,,,10 / 15 PN
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Walka dwoma broniami,,,"1. Gonzales (Po przyniesieniu mu notatki z bandyty Hannibala, który znajduje się na nowych terenach obok Xardasa)
2. Notatka ""Taniec dwóch ostrzy"" (W Lesie Asasynów od Tiamanta)",,,,,,,,"brak progów 30/60/90%, drugi poziom przyspiesza animację
% władania czerpie z wybranego przez gracza władania 1H lub 2H",,,,,,,,,,,,15 + 15 PN
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Przeszywający strzał,,,"Uczy Raff po zostaniu myśliwym (150 zręki, 45% w łuku, 2 rozdział)
Uczy Eugene po zostaniu zwiadowcą (135 zręki, 45% w łuku, 2 rozdział)",,,,,,,,"Must have na łuczniku
Zwiększa przebicie pancerza, ważne przeciw szkieletom / golemom / trollom",,,,,,,,,,,,"30 PN
8000 złota"
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Szansa na unik przy trzymaniu łuku +20%,,,"Uczy Raff po zostaniu członkiem obozu myśliwych w Khorinis
(300 zręki, 50% w łuku, 2 Rozdział)",,,,,,,,"Must have na łuczniku
Unik z pewnością pomoże w przeżyciu walk",,,,,,,,,,,,5 PN
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Umiejętności złodziejskie,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nazwa umiejętności,,,Nauczyciel,,,,,,,,Opis,,,,,,,,,,,,Koszt
,,,,,,,,,,,,,,,,,,,,,,,
Akrobatyka,,,"W trybach SNC bez PN wymagane minimum 150 zręczności.
1. Cassia (od 100 zręczności)
2. Hart (od 70 zręczności, po pokonaniu go na arenie i oddaniu miecza)
3. Allen po zostaniu zwiadowcą za 8 PN",,,,,,,,"Opłaca się na każdej klasie postaci.
By spełnić wymóg zręczności wystarczy założyć pasek i biżuterię na zręczność.",,,,,,,,,,,,10 PN
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Otwieranie zamków zręcznością,,,"W trybach SNC bez PN wymagane minimum 75 zręczności
1. Ramirez (po dołączeniu do gildii) 
2.Thorben po oddaniu mu księgi Lehmara lub będąc w ""dobrej"" gildii",,,,,,,,"Uczymy się tylko na postaci pod zręczność.
Od 100 zręczności można włamywać się poprzez użycie Shift+Y",,,,,,,,,,,,5 PN
,,,,,,,,,,,,,,,,,,,,,,,
Wyważanie zamków siłą,,,"W trybach SNC bez PN wymagane minimum 75 siły
Carl",,,,,,,,Must have na postaciach pod siłę.,,,,,,,,,,,,3 PN
,,,,,,,,,,,,,,,,,,,,,,,
Otwieranie zamków magią,,,"Gallahad po wybraniu u niego nauki magii.
Gildia wojownicza / brak gildii wymaga 125 many i 1 kręgu
Gildia magiczna wymaga 75 many i 1 kręgu",,,,,,,,"Magowie korzystają z runy otwierania od Gallahada.
Użycie runy kosztuje 75 many",,,,,,,,,,,,5 PN
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Skradanie,,,"W trybach SNC bez PN wymagane minimum 50 zręczności
1.Bartok 
2.Jasper (po zostaniu złodziejem)
3. Allen po zostaniu zwiadowcą za 3 PN",,,,,,,,"Umiejętność dodaje nam 2 zręczności
Dodaje 10% szans do kradzieży kieszonkowej, jeżeli się skradamy",,,,,,,,,,,,4 PN
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Kradzież kieszonkowa,,,"W trybach SNC bez PN wymagane minimum 70 zręczności
1. Cassia (po dołączeniu do gildii złodziei)
2.Bill (w obozie piratów)",,,,,,,,"Umiejętność dodaje nam 10 zręczności
Zwraca się tylko na postaciach pod zręczność (Na 10PN/lvl zwraca się zawsze)",,,,,,,,,,,,10 PN
,,,,,,,,,,,,,,,,,,,,,,,
Umiejętności myśliwskie,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nazwa umiejętności,,,Nauczyciel,,,,,,,,Opis,,,,,,,,,,,,Koszt
,,,,,,,,,,,,,,,,,,,,,,,
Pozyskiwanie mięsa,,,Alwin,,,,,,,,"Must have na każdej postaci. Postacie pod siłe zostawiają je na ciasta, a reszta sprzedaje u Kardifa. Jest też potrzebne do kilku misji",,,,,,,,,,,,2 PN
,,,,,,,,,,,,,,,,,,,,,,,
Skórowanie,,,"1. Bosper za 4 PN
2. praktycznie każdy myśliwy",,,,,,,,"Must have na każdej postaci.
Potrzebne do wielu misji, ulepszania, a także na sprzedaż u Alfreda / Bospera",,,,,,,,,,,,5 PN
,,,,,,,,,,,,,,,,,,,,,,,
Wyrywanie skrzydeł,,,"W trybach SNC bez PN wymagane minimum 20 zdolności łowieckich i 40 zręczności
1. Gaan (po zapłaceniu 100 golda)
2. Grimbald (Po walce z zębaczami) ",,,,,,,,"Uczymy się tylko jako czeladnik Constantino, jako że on je skupuje.
Potrzebne do mikstur ochrony przed upadkiem",,,,,,,,,,,,2 PN
,,,,,,,,,,,,,,,,,,,,,,,
Usuwanie żądeł,,,"W trybach SNC bez PN wymagane minimum 25 zdolności łowieckich i 35 zręczności
1. Za darmo z książki otrzymywanej za zadanie ""Kusza Dragomira""
2. Gaan (po zapłaceniu 100 golda)
3. Grimbald (Po walce z zębaczami)",,,,,,,,"Jako, że za darmo to must have na każdej postaci.
Skupuje Constantino, potrzebne do misji oraz do mikstur leczenia",,,,,,,,,,,,2 PN
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Wyrywanie pazurów,,,"W trybach SNC bez PN wymagane minimum 10 zdolności łowieckich i 20 zręczności
1.Gaan (po zapłaceniu 100 golda) 
2. Grimbald (Po walce z zębaczami) 
3. Alfred (po zostaniu myśliwym)",,,,,,,,"Must have. Potrzebne do ulepszania i wytwarzania niektórych pancerzy
Skupuje Alfred",,,,,,,,,,,,2 PN
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Wyrywanie kłów/zębów,,,"W trybach SNC bez PN wymagane minimum 15 zdolności łowieckich i 30 zręczności
1. Gaan (po zapłaceniu 100 golda)
2. Alfred (po zostaniu myśliwym)
3. Grom (zadanie ""Głodny myśliwy"")
4. Ur-Karras (Zadanie z kłem Muritana) [Za darmo, ale nie opłaca się czekać]",,,,,,,,"Must have. Potrzebne do ulepszania i wytwarzania niektórych pancerzy
Skupuje Alfred",,,,,,,,,,,,3 PN
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Skórowanie gadów,,,"W trybach SNC bez PN wymagane minimum 30 zdolności łowieckich i 50 zręczności
1. Alfred (po zostaniu myśliwym)
2. Jack Aligator w Jarkendarze",,,,,,,,"Must have. Potrzebne do ulepszania i wytwarzania niektórych pancerzy
Skupuje Alfred",,,,,,,,,,,,2 PN
,,,,,,,,,,,,,,,,,,,,,,,
Wycinanie języków,,,"W trybach SNC bez PN wymagane minimum 60 zdolności łowieckich i 40 zręczności
1. Grom (zadanie ""Głodny myśliwy"")
2. Gestath",,,,,,,,"Must have dla każdej postaci.
Potrzebne do wytwarzania eliksirów odporności na ogień/win na mane.",,,,,,,,,,,,3 PN
,,,,,,,,,,,,,,,,,,,,,,,
Usuwanie rogów cieniostwora,,,"W trybach SNC bez PN wymagane minimum 50 zdolności łowieckich i 65 zręczności
Grom (zadanie ""Głodny myśliwy"")",,,,,,,,"Must have dla każdej postaci. Nie sprzedawać Alfredowi!
Potrzebne do ulepszania oraz do sprzedawania Busterowi za expa+golda.",,,,,,,,,,,,3 PN
,,,,,,,,,,,,,,,,,,,,,,,
Usuwanie żuwaczek,,,"W trybach SNC bez PN wymagane minimum 5 zdolności łowieckich i 15 zręczności
1. Grom (zadanie ""Głodny myśliwy"")
2. Grimbald (Po walce z zębaczami)
3. Constantino (tylko swojego czeladnika) ",,,,,,,,"Potrzebne do zadania od Baala Tyona (tylko Guru / SŚ)
Skupuje Constantino, potrzebne do ulepszania",,,,,,,,,,,,2 PN
,,,,,,,,,,,,,,,,,,,,,,,
Wycinanie serc,,,"W trybach SNC bez PN wymagane minimum 70 zdolności łowieckich i 50 zręczności
Grom (zadanie ""Głodny myśliwy"")",,,,,,,,"Must have. Potrzebne do win na HP, dla odporności z serc golema, tworzenia run
Serca golemów skupuje Constantino, a demonów Xardas / Kreol",,,,,,,,,,,,3 PN
,,,,,,,,,,,,,,,,,,,,,,,
"Usuwanie rogów
smoczego zębacza",,,"W trybach SNC bez PN wymagane minimum 55 zdolności łowieckich i 55 zręczności
Grimbald (Po walce z zębaczami)",,,,,,,,"Potrzebne do ulepszania biżuterii, niektórych zadań
Skupuje Alfred",,,,,,,,,,,,2 PN
,,,,,,,,,,,,,,,,,,,,,,,
Zdejmowanie płytek pełzaczy,,,"W trybach SNC bez PN wymagane minimum 45 zdolności łowieckich i 40 zręczności
1. Grimbald (Po walce z zębaczami) 
2. Wilk po przyjęciu questa na zbroję dla Barema",,,,,,,,"Must have. Potrzebne do ulepszania i wytwarzania niektórych pancerzy
Skupuje Alfred",,,,,,,,,,,,2 PN
,,,,,,,,,,,,,,,,,,,,,,,
Pozyskiwanie smoczej krwi,,,"W trybach SNC bez PN wymagane minimum 50 zdolności łowieckich i 50 zręczności
Gestath
(koszt nauki spada do 0 PN za zadanie ""Serce królowej Harpii"")",,,,,,,,Must have. Potrzebne do biżuterii z czarnej rudy. Nie sprzedawać Janowi!,,,,,,,,,,,,3 PN
,,,,,,,,,,,,,,,,,,,,,,,
Pozyskiwanie smoczych łusek,,,"W trybach SNC bez PN wymagane minimum 50 zdolności łowieckich i 50 zręczności
Gestath
(koszt nauki spada do 2 PN za zadanie ""Serce królowej Harpii"")",,,,,,,,"Wykorzystamy je dopiero pod koniec Irdorath do produkcji zbroi.
Najemnik może sprzedawać łuski Bennetowi.",,,,,,,,,,,,3 PN
,,,,,,,,,,,,,,,,,,,,,,,
Umiejętności kowalskie / górnictwo,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nazwa umiejętności,,,Nauczyciel,,,,,,,,Opis,,,,,,,,,,,,Koszt
,,,,,,,,,,,,,,,,,,,,,,,
Kopanie złota,,,"1. Finn
2. Scatty",,,,,,,,Must have. Ogromny zastrzyk gotówki liczony w dziesiątkach tysięcy monet. Oprócz tego pomocne do zrobienia kilku zadań oraz do trybu ulepszeń.  ,,,,,,,,,,,,3PN
"Kopanie rudy magicznej i 
żelaza",,,"1.Snipes (nauczyć się kowalstwa, pogadać z Haradem, pogadać z Wężem)
2.Grimes (Kopalnia Marcosa w GD) 
3.Clovis (za darmo w zadaniu ""Dzienna porcja rudy"")",,,,,,,,"Must have. Bez tego stracimy ogrom kasy, możliwość ulepszania, a także zablokujemy sobie kilka rzeczy przez brak rudy.",,,,,,,,,,,,3PN
Przetapianie rudy,,,"Wąż w portowej karczmie (nauczyć się kowalstwa, pogadać z Haradem)",,,,,,,,Must have. Bez tego nie spożytkujemy wykopanych bryłek,,,,,,,,,,,,"3PN
800 złota"
Przetapianie złota,,,"1. (Można się nauczyć za darmo z książki w opuszczonej kopalni)
2. Crimson 
3. Książka do kupienia u Scatty'ego za 4500 złota",,,,,,,,"Skoro za darmo to must have. Nie oddajemy bryłek Crimsonowi!
Sztabki są potrzebne do wytapania na monety, do biżuterii oraz do ulepszania",,,,,,,,,,,,2PN
Przetapianie orkowej broni,,,"Dobar (Trzeba się nauczyć w 2 lub 3 rozdziale, od 4r Dobar nie żyje)",,,,,,,,"Must have. Za 1PN otrzymujemy ogromne ilości żelaza, jeśli będziemy już czyścić GD/Khorinis w 4R.",,,,,,,,,,,,"1PN
10 m.rudy"
Ostrzenie broni,,,"1.Brian
2.Hodges",,,,,,,,"Zwiększa obrażenia o 8% (12% po ulepszeniu z fortecy w GD)
Ostrzymy skrótem Numpad 9",,,,,,,,,,,,3PN
Kowalstwo,,,"1. Carl
2. Bennet (najemników)
3. Harad (czeladników)",,,,,,,,"Must have na każdej postaci jeśli chcemy wykuć jakąkolwiek broń lub strzały / bełty.
By dobrze spożytkować żelazo należy kuć 1 i 2 szpadę oraz wytrychy.",,,,,,,,,,,,3PN
Kucie zwykłych mieczy,,,Harad (Tylko czeladników),,,,,,,,"Można ich używać w 1 rozdziale, poza tym są dla nas źródłem zarobku.
Zaleca się jak najszybszą naukę aż do ostatniego miecza by nie marnować prętów.",,,,,,,,,,,,tylko złoto
Kucie mieczy z magicznej rudy,,,Bennet (Tylko najemników),,,,,,,,"Miecze te mają bardzo niski wymóg siły w stosunku do zadawanych obrażeń, co powoduje, że mogą się bardzo przydać na trybach z ograniczoną ilością PN",,,,,,,,,,,,tylko złoto
Kucie szpad,,,Ramirez (Tylko członków gildii złodziei),,,,,,,,"Potrzebne do uzyskania zadania od Rączki. Wymagane kowalstwo.
Uczymy się z recept za darmo, oprócz 3 najsłabszych szpad, za które płacimy",,,,,,,,,,,,tylko złoto
Kucie orkowej broni,,,"Hush-Tor po nauce władania orkową bronią
(lub po śmierci nauczyciela władania w kopalni orków)",,,,,,,,"Uczymy się tylko i wyłącznie, jeśli chcemy grać pod orkowe bronie.",,,,,,,,,,,,"bryłki
m. rudy"
"Przekuwanie
pancerzy",,,"Poziom 1: Carl (Po wstąpieniu do Wodnego Kręgu) / Kowale gildyjni
Poziom 2: Darrion (W obozie Netbeka w GD) / Kowale gildyjni",,,,,,,,"Must have na postaciach pod zrękę/siłę (Nie da się przekuwać szat).
UWAGA: Jeśli ulepszamy (+1/+2), to należy to robić dopiero po przekuciu, jako że stracimy ulepszenia, jeśli zrobimy to na odwrót.",,,,,,,,,,,,"1 pzm 2 PN
2 pzm 4 PN"
Tworzenie łuków,,,Bosper (tylko czeladnika po oddaniu mu łuku),,,,,,,,"Można ich używać w 1 rozdziale, poza tym są dla nas źródłem zarobku.",,,,,,,,,,,,1 PN
Wybuchowe strzały,,,"1.Ignaz(2R)(Po zadaniu ""Człowiek pod postacią bestii"")
2.Constantino(2R)(Po zadaniu ""Tajemnicze morderstwo"")",,,,,,,,Obrażenia obszarowe,,,,,,,,,,,,"10 PN
2500 złota"
Magiczne strzały,,,Ignaz / Constantino,,,,,,,,Zamrażają cel,,,,,,,,,,,,"10 PN
2500 złota"
Ogniste strzały,,,Ignaz / Constantino,,,,,,,,Dodatkowe obrażenia od ognia,,,,,,,,,,,,"8 PN
1500 złota"
Zatrute strzały,,,Nrozas w Lesie Asasynów / Constantino,,,,,,,,Dodatkowe obrażenia od trucizny,,,,,,,,,,,,"3 PN
3500 złota"
Kerenowe strzały,,,Bosper (Tylko czeladnika) po uzyskaniu Kerenowego Łuku,,,,,,,,"Must have na postaci pod łuk, jednak jeśli nie jesteśmy czeladnikiem Bospera, to można je tylko od niego kupować",,,,,,,,,,,,"0 PN
3000 złota"
"Tworzenie strzał
Tworzenie bełtów",,,Niclas / Alfred,,,,,,,,"Must have na postaci pod łuk. 
Pozwala zarabiać na żelazie (strzały dają 25 golda, a wytrychy 20 golda za jeden pręt)",,,,,,,,,,,,3 PN
"Poświęcone bełty
Poświęcone strzały",,,"Do wyboru jako nagroda u Lorda Hagena za quest ""Mroczna sieć""",,,,,,,,"Must have na postaci pod łuk/kuszę.
W innym wypadku nie ma sensu się tego uczyć",,,,,,,,,,,,brak
Umiejętności magiczne / inne,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Nazwa umiejętności,,,Nauczyciel,,,,,,,,Opis,,,,,,,,,,,,Koszt
,,,,,,,,,,,,,,,,,,,,,,,
Kręgi Magii,,,"Gallahad (Po wybraniu nauki magii, tylko 3 pierwsze kręgi, wojownicy uczą się 2 kręgu w 2R, a 3 w 3R)
Parlan (1/2) Karras (3/4) Pyrokar (5/6)
Baal Orun 1-6, Saturas 1-6, Xardas/Kreol 1-6",,,,,,,,"Podstawa gry każdym magiem.
Możliwa jest również nauka 3 kręgów magii będąc w gildii niemagicznej.

Jeśli gramy pod kostury / miecze magiczne to nadal należy uczyć się kręgów,
gdyż te odblokowują potencjał obrażeń magicznych naszej broni.
Dopiero przy 5 kręgu otrzymujemy 100% potencjału.",,,,,,,,,,,,"1 krąg
10 PN"
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"2 krąg
15 PN"
,,,,,,,,,,,,,,,,,,,,,,,"3 krąg
20PN"
,,,"Wymagania do osiągnięcia następnego kręgu dla gildii magicznych:
1 krąg: brak
2 krąg: 2 rozdział lub 200 many
3 krąg: 3 rozdział lub 400 many
4 krąg: 4 rozdział lub 3 rozdział i 600 many
5 krąg: 5 rozdział lub 4 rozdział i 900 many
6 krąg: 6 rozdział lub 4 rozdział i 1200 many",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"4 krąg
25PN"
,,,,,,,,,,,,,,,,,,,,,,,"5 krąg
30PN"
,,,,,,,,,,,,,,,,,,,,,,,"6 krąg
40PN"
Reneneracja HP,,,"1.Vatras 
2.Haniar w lesie asasynów w 3r (0 złota i 10 PN)",,,,,,,,"Zależna jest od maksymalnej obecnej wartości życia, więc dopóki nie mamy chociaż ~2k hp to nie będzie ona zbyt efektywna. 
Regeneracja przyspiesza gdy HP spada poniżej 10%",,,,,,,,,,,,"12PN
10k złota"
Regeneracja Many,,,"Wymaga 2 kręgu lub 2 rozdziału
1. Vatras
2. Xardas gdy zostaniemy przywoływaczem (8000 złota i 10 PN)",,,,,,,,Must have na każdej postaci sumiennie posługującej się runami. Sama umiejętność daje bazowo 1 many/sekunde + dodatkowe 1 many na sekundę co każde 100 many.,,,,,,,,,,,,"12PN
10k złota"
Regeneracja Wytrzymałości I/II,,,Vatras,,,,,,,,"Wartość regeneracji jest stała więc najlepszy efekt uzyskamy ucząc się jej wcześnie.
Pierwszy poziom daje nam regenerację 1pkt / sec
Na drugim poziomie mamy regenerację 4pkt / sec (razem z pierwszym pzm)",,,,,,,,,,,,"5/10PN
3k/10k złota"
Odporność na gorąco,,,"1. Gonzales (Po zadaniu ""Broń dla Gonzalesa"")
2. Wypicie Płomienia Eligora (Nie przyznać się do bycia w gildii kupców w zadaniu""Przysługa dla Jory"")",,,,,,,,"Potrzebna na Pustyni Adanosa (Można chodzić w godzinach 19-10, aby to obejść) oraz w leżu Ognistego Smoka. Zdecydowanie warto nauczyć się za PN, a odporność na mróz zdobyć z Lodowej Ochrony. Wyjątkiem jest Mag Wody, który może znaleźć Lodową Ochronę za darmo.",,,,,,,,,,,,4PN
Odporność na mróz,,,"1. Lee (Przy zadaniu ""Stary przyjaciel Lee"")
2. Wypicie Lodowej Ochrony (Zadanie od Nefariusa)",,,,,,,,"Potrzebna na zaśnieżonej części GD oraz w Lodowych Górach Orków. Koniecznie trzeba się nauczyć, jeśli chcemy efektywnie działać w tamtych okolicach. Można zdobyć ją za darmo, robiąc zadanie, które otrzymamy od Nefariusa, po przyznaniu się Zurisowi do współpracy z Lutero, podczas oddawania Płomienia",,,,,,,,,,,,4PN
Odporność na trucizny,,,"- Uczy Constantino po zostaniu czeladnikiem u któregokolwiek z mistrzów (3PN)
- Eliksir odporności na trucizny sprzedaje Constantino w 3 rozdziale
- Eliksir odporności na trucizny wypada z Pandrodor'a
- Eliksir odporności na trucizny stoi na piedestale po walce z Krukiem w Jarkendarze
- Postaci grające pod trucizny lub wybierające Ścieżkę Przeklętego otrzymują na start +2 poziomy odporności
- Kolejny poziom zyskasz po osiągnięciu 100 poziomu Alchemii
- Jeszcze jeden znajdziesz w notatce z Masjafu",,,,,,,,"Potrzebna na bagnach w Górniczej Dolinie oraz do uniknięcia zatruć od bagiennych trutni/zombie/pułapek.
Pełna odporność na truciznę została usunięta – w jej miejsce wprowadzono pięć poziomów odporności.
Im wyższy poziom odporności, tym wolniej przesuwa się pasek zatrucia i tym szybciej efekt zanika.
Zatrucie obniża szansę trafienia krytycznego, zmniejsza prędkość biegu oraz osłabia inne parametry",,,,,,,,,,,,-
