,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,"Uczy Gallahad po wybraniu od niego magii.
Koszt: 10PN",,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,"Znajdujemy ją po pokonaniu Kruka w Jarkendarze. 
Skaluje się z inteligencją
Runa działa do momentu, aż użyjemy jej do przyzwania
Kamiennego Strażnika w wątku Pustyni Adanosa",,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,"Wypada ona z bossa Izu'Tzelda z zadania
Mroczna Sieć w 3 rozdziale",,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,"Uczy Gallahad po wybraniu od niego magii.
Koszt: 7 PN",,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,"Otrzymujemy ją od Netbeka w 4 rozdziale, do pomocy ze smokami. Skaluje się z inteligencją.
Nie wymaga many do użycia, drzewiec zajmuje 2 sloty przyzwańców i pobiera 1 many/sekundę.",,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,"Jako gildia magiczna możemy przerobić Uriziela na runę u Xardasa/Kreola
Uriziel wypada z Hosh-Kara w Świątyni Śniącego.",,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,"Po zdobyciu szponu Beliara możemy posiąść go za 400 karmy. Jedną z jego wersji, którą możemy wybrać jest runa.
Można ją wzmocnić poprzez napełnienie jej duszą Senyaka.",,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,"Wzmocniona wersja podstawowej runy ze Szponu Beliara po napełnieniu jej duszą demona Senyaka.
By to zrobić należy zdobyć Mora Ulartu po rozmowie z Ashtarem. Amulet Triagar znajduje się na wyspie Etlu, wejście w jaskini przy zbieraczach ziela, niedaleko czarnego trolla.",,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
PRZYDATNE ZWOJE,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
OTWIERANIE ZAMKÓW,,,,,,,,,,,,
,,,,,,,,,,,,
"(otwieraj zwojem skrzynię, w której leży kolejny zwój)",,,,,,,,,,,,
,,,,,,,,,,,,
Leży w domu Gallahada,,,,,,,,,,,,
,,,,,,,,,,,,
W zamkniętej skrzyni Vatrasa,,,,,,,,,,,,
,,,,,,,,,,,,
Na komodzie w domu Vatrasa,,,,,,,,,,,,
,,,,,,,,,,,,
Na kapliczce Innosa przy cmentarzu obok Martwej Harpii,,,,,,,,,,,,
,,,,,,,,,,,,
"W biblioteczkach ""do przeszukania"" w Klasztorze (Możliwe, że nie zrepi się w żadnej)",,,,,,,,,,,,
,,,,,,,,,,,,
W skrzyni Rączki w kanałach (2 sztuki),,,,,,,,,,,,
,,,,,,,,,,,,
"W ""środkowej"" skrzyni w skarbcu w Klasztorze (2 sztuki)",,,,,,,,,,,,
,,,,,,,,,,,,
"W skrzyni Salandrila, zamkniętej na klucz (Można go kupić od ogrodnika)",,,,,,,,,,,,
,,,,,,,,,,,,
W skrzyni w domu Zurisa,,,,,,,,,,,,
,,,,,,,,,,,,
W jaskini obok jeziora obok Pepe,,,,,,,,,,,,
,,,,,,,,,,,,
W otwartej skrzyni w jaskini z piedestałem teleportującym obok Khorinis,,,,,,,,,,,,
,,,,,,,,,,,,
W skrzyni orkowego szamana w mrocznym lesie niedaleko bimbrowni Vino (do zdobycia w 1 rozdziale),,,,,,,,,,,,
,,,,,,,,,,,,
W skrzyni w opuszczonym forcie obok wieży z Necronomiconem (Wymaga klucza z bossa),,,,,,,,,,,,
,,,,,,,,,,,,
ŚWIĘTY PŁOMIEŃ,,,,,,,,,,,,
,,,,,,,,,,,,
"(+100 dmg przeciw nieumarłym na 60 min, zabija mrocznego golema)",,,,,,,,,,,,
,,,,,,,,,,,,
"Można go ukraść Ingmarowi, paladynowi z ratusza",,,,,,,,,,,,
,,,,,,,,,,,,
Leży luzem przy widmie na końcu jaskini w kotlinie po prawo od wschodniej bramy miasta,,,,,,,,,,,,
,,,,,,,,,,,,
Od Allena za zadanie w 3 rozdziale (Tylko Zwiadowca),,,,,,,,,,,,
,,,,,,,,,,,,
Sprzedaje go paladyn Sengrath na zamku w Górniczej Dolinie,,,,,,,,,,,,
,,,,,,,,,,,,
DESZCZ OGNIA | GROM,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"Leży na górze mniejszej ""piramidy"" na wykopaliskach (Tam gdzie jest przełącznik do przejścia w jaskini)",,,,,,,,,,,,
,,,,,,,,,,,,
"W skrzyni na szczycie wieży w forcie między wieżą Nergala z Necromiconem, a plażą gdzie siedzi Skip (Wymaga klucza z bossa)",,,,,,,,,,,,
,,,,,,,,,,,,
Na stole u Magów Wody - na prawo od portalu do Jarkendaru,,,,,,,,,,,,
,,,,,,,,,,,,
Sprzedaje go Zuris (1/4 rozdział),,,,,,,,,,,,
,,,,,,,,,,,,
"Sprzedaje go Lehmar (Po rozpoczęciu zadania ""Zarzuty Parlana"")",,,,,,,,,,,,
,,,,,,,,,,,,
Sprzedaje go Isgaroth (2 rozdział),,,,,,,,,,,,
,,,,,,,,,,,,
Sprzedaje go Gorax (2/3/5 rozdział),,,,,,,,,,,,
,,,,,,,,,,,,
Sprzedaje go Holger (2 rozdział),,,,,,,,,,,,
,,,,,,,,,,,,
Za odpuszczenie Vasco,,,,,,,,,,,,
,,,,,,,,,,,,
Leży na jednej z półek w bibliotece w Jarkendarze,,,,,,,,,,,,
,,,,,,,,,,,,
Leży na szczycie ruin przed jaskinią łączącą bagno z kanionem w Jarkendarze,,,,,,,,,,,,
,,,,,,,,,,,,
W skarbie obok świątyni z bossem szczurów (blisko Eremity),,,,,,,,,,,,
,,,,,,,,,,,,
Przy beczce w kotlinie obok Eremity w Jarkendarze,,,,,,,,,,,,
,,,,,,,,,,,,
Na stole w starej wieży Xardasa w Górniczej Dolinie,,,,,,,,,,,,
,,,,,,,,,,,,
Grom: sprzedaje Cronos (2/3/4/5 rozdział),,,,,,,,,,,,
,,,,,,,,,,,,
"Grom: od Vatrasa za zabicie cieniostwora (wyłączony quest ""Atak cieniostwora"")",,,,,,,,,,,,
,,,,,,,,,,,,
Grom: w kapliczce Mrocznego Rycerza,,,,,,,,,,,,
,,,,,,,,,,,,
MAŁA BURZA OGNISTA,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Na nowej wysepce w otwartej skrzyni z 2 topielcami niedaleko statku obok przeklętej latarni,,,,,,,,,,,,
,,,,,,,,,,,,
Zadanie z Holgerem w Klasztorze,,,,,,,,,,,,
,,,,,,,,,,,,
Przy ruinach z kretoszczurami niedaleko nawiedzonej posiadłości za farmą Onara,,,,,,,,,,,,
,,,,,,,,,,,,
W jaskini z topielcami obok jeziora za farmą Onara blisko dworku z nieumarłymi,,,,,,,,,,,,
,,,,,,,,,,,,
"Na skale nad kretoszczurami obok farmy Lobarta, przy drodze do miasta",,,,,,,,,,,,
,,,,,,,,,,,,
W zamkniętej skrzyni w chacie Galahada w porcie,,,,,,,,,,,,
,,,,,,,,,,,,
W zamkniętej skrzyni w pokoju baala Tyona na górze po drabinie nad Talasem,,,,,,,,,,,,
,,,,,,,,,,,,
"Leży w jaskini ""ze Smoczą Zgubą"" niedaleko Grimbalda",,,,,,,,,,,,
,,,,,,,,,,,,
"Leży na kamieniach na wyspie złodziei, obok zatopionej łodzi",,,,,,,,,,,,
,,,,,,,,,,,,
DUŻA KULA OGNIA | DUŻA BURZA OGNISTA | OGNISTY WYBUCH,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Duża Burza Ognista,,,,100 many,"Na polanie z czarnymi zębaczami, między Niclasem, a latarnią Jacka
W skrzyni w starej wieży Xardasa w GD",,,,,,,
,,,,,,,,,,,,
Duża kula ognia,,,,60 many,2x Biblioteczka przy Karrasie w bibliotece w Klasztorze,,,,,,,
,,,,,,,,,,,,
,,,,,3x Skrzynia po prawej stronie lewego pokoju magów w Klasztorze,,,,,,,
,,,,,,,,,,,,
,,,,,"Skrzynia w pomieszczeniu z Cassią, po prawej od Cassi",,,,,,,
,,,,,,,,,,,,
Ognisty wybuch,,,,50 many,Na górce przy szkielecie nad dzikiem dla Ur-Azoga w Mrocznym Lesie,,,,,,,
,,,,,,,,,,,,
,,,,,W skrzyni w kaplicy mrocznego mentora za farmą Onara,,,,,,,
,,,,,,,,,,,,
PRZEMIANY,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
W chrząszcza,,,,5 many,Sprzedaje Ignaz za 250 złota,,,,,,,
,,,,,,,,,,,,
,,,,,W skrzyni za zamkniętymi kratami w kanałach (trzeba użyć przemiany w chrząszcza),,,,,,,
,,,,,,,,,,,,
W wilka,,,,10 many,"W jaskini obok ogniska, gdzie spotykamy Cavalorna",,,,,,,
,,,,,,,,,,,,
,,,,,2x W biblioteczce w pokoju blisko Marduka,,,,,,,
,,,,,,,,,,,,
W krwiopijcę,,,,,Na cmentarzu między farmą Lobarta i miastem,,,,,,,
,,,,,,,,,,,,
W zębacza,,,,20 many,Po drabinie od wewnętrznej strony muru za chatą Eddy w mieście,,,,,,,
,,,,,,,,,,,,
,,,,,Na stole u alchemika Ignaza,,,,,,,
,,,,,,,,,,,,
W ognistego jaszczura,,,,30 many,W skrzyni przy bandytach w jaskini po lewo od wschodniej bramy,,,,,,,
,,,,,,,,,,,,
W smoczego zębacza,,,,60 many,"Zadanie ""Polny Drapieżnik"" od Ignaza",,,,,,,
,,,,,,,,,,,,
,,,,,W skrzyni za zamkniętymi kratami w kanałach (trzeba użyć przemiany w chrząszcza),,,,,,,
,,,,,,,,,,,,
,,,,,W jaskini prowadzącej na przełęcz od wieży Xardasa (potrzeba łoju kretoszczura),,,,,,,
,,,,,,,,,,,,
W golema,,,,70 many,Sprzedaje Ignaz,,,,,,,
,,,,,,,,,,,,
PRZYZWANIA,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Przyzwanie zombie + Ognisty wybuch : Na górce przy szkielecie nad dzikiem dla Ur-Azoga w Mrocznym Lesie,,,,,,,,,,,,
,,,,,,,,,,,,
Przyzwanie Szkieleta Wojownika : Skrzynia po prawej stronie lewego pokoju magów w Klasztorze,,,,,,,,,,,,
,,,,,,,,,,,,
Przyzwanie Szkieletu Włócznika: pod mostem od strony klasztoru blisko Sergio,,,,,,,,,,,,
,,,,,,,,,,,,
ZMNIEJSZENIE POTWORA (30 many),,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"Od Ignaza za zadanie ""Człowiek pod postacią bestii""",,,,,,,,,,,,
,,,,,,,,,,,,
"W magazynie piratów, po zadaniu od Barthomolewa",,,,,,,,,,,,
,,,,,,,,,,,,
Od ślepego Maga w Lodowych Górach Orków (Warto użyć na Śnieżnego Trolla),,,,,,,,,,,,
