Pancerze pod zręczność,Informacje ogólne,,,,,,,,,,,,Pancerze pod siłę
MIECZE GILDYJNE,,,,,,,,,,,,,
,,,,,,,,,,,,,
Nazwa,,,Siła,Obrażenia,Zasięg,Dodatkowe,,,,,Warunek zdobycia,,
Żniwiarz Dusz,,,200,240,150,"Dodatkowe obrażenia 50, Kradzież zdrowia 20",,,,,Sprzedaje Mroczny Mentor w 3 rozdziale,,
Zwiastun Zagłady,,,350,320,150,"Dodatkowe obrażenia 100, Kradzież zdrowia 30",,,,,Sprzedaje Mroczny Mentor w 4 rozdziale,,
PANCERZE GILDYJNE SIŁA,,,,,,,,,,,,,
,,,,,,,,,,,,,
Nazwa,,,Wymagania,,Cięte/obuchowe/kłute/ogień/magia,,,Dodatkowe,,Warunek zdobycia,,,
Zbroja mrocznego adepta,,,Siła 30 Wytrz 100 Waga 2,,50/50/40/10/10,,,upadek 1,,Po zostaniu Mrocznym Rycerzem,,,
Przekuta zbr. mr. adepta,,,Siła 40 Wytrz 150 Waga 2,,65/65/50/20/20,,,HP 40 upadek 1,,Przekucie zbroi mrocznego sługi (uczy Carl członka Wodnego Kręgu),,,
Sprofanowana zbr. mr. adepta,,,Siła 80 Wytrz 150 Waga 2,,100/100/80/30/30,,,HP 70 upadek 2,,Profanacja przekutej zbroi u Beliara (50 karma | 1000 złota),,,
Zbroja mrocznego rycerza,,,Siła 165 Waga 3,,150/150/140/30/30,,,HP 150 upadek 2,,Sprzedaje Mroczny Mentor w 3r (6000 złota),,,
Przekuta zbr. mr. rycerza,,,Siła 200 Waga 3,,190/190/150/40/40,,,HP 200 upadek 2,,Przekucie zbroi mrocznego rycerza,,,
Sprofanowana zbr. mr. rycerza,,,Siła 210 Waga 3,,200/200/170/50/50,,,HP 250 upadek 3,,Profanacja przekutej zbroi u Beliara (90 karma | 5000 złota),,,
Zbroja rycerza śmierci,,,Siła 220 Waga 4,,210/210/200/50/50,,,HP 250 upadek 4,,Sprzedaje Mroczny Mentor w 4r (15000 złota),,,
Przekuta zbr. ryc. śmierci,,,Siła 225 Waga 4,,220/220/210/60/60,,,HP 275 upadek 5,,Zaaw. przekuwania uczy nas Darrion w Klasztorze Zmiennokształtnych,,,
Sprofanowana zbr. ryc. śmierci,,,Siła 380 Wytrz 700 Waga 5,,250/250/235/75/75,,,HP 325 upadek 6,,Profanacja przekutej zbroi u Beliara (125 karmy | 15000 złota),,,
PANCERZE GILDYJNE ZRĘCZNOŚĆ,,,,,,,,,,,,,
,,,,,,,,,,,,,
Nazwa,,,Wymagania,,Cięte/obuchowe/kłute/ogień/magia,,,Dodatkowe,,Warunek zdobycia,,,
Zbroja mrocznego sługi,,,Waga 1,,40/30/45/10/10,,,unik: 10%                ,,Po zostaniu mrocznym rycerzem                        ,,,
Przekuta zbroja mrocznego sługi,,,Zręka 40 Wytrz 100 Waga 1,,50/40/55/10/10,,,unik: 10%,,Przekucie zbroi mrocznego sługi (uczy Carl członka Wodnego Kręgu),,,
Sprofanowana zbroja mrocznego sługi,,,Zręka 60 Wytrz 150 Waga 1,,75/60/80/20/20,,,unik: 15%                ,,Profanacja przekutej zbroi u Beliara (50 karma | 1000 złota),,,
Zbroja mrocznego oprawcy,,,Zręka 165 Wytrz 300 Waga 2,,120/120/130/35/35,,,unik: 10%                ,,Sprzedaje Mroczny Mentor w 3r (6000 złota),,,
Przekuta zbroja mrocznego oprawcy,,,Zręka 185 Wytrz 300 Waga 2        ,,130/130/140/40/40,,,unik: 10%                ,,Przekucie zbroi mrocznego oprawcy                        ,,,
Sprofanowana zbroja mrocznego oprawcy,,,Zręka 195 Wytrz 400 Waga 2        ,,160/160/160/60/60,,,unik: 15%                ,,Profanacja przekutej zbroi u Beliara (90 karma | 5000 złota),,,
Zbroja mrocznego despoty,,,Zręka 230 Wytrz 400 Waga 3        ,,145/140/150/50/50,,,unik: 15%                ,,Sprzedaje Mroczny Mentor w 4r (15000 złota),,,
Przekuta zbroja mrocznego despoty,,,Zręka 230 Wytrz 450 Waga 3        ,,155/155/160/60/60,,,unik: 15%                ,,Zaaw. przekuwania uczy nas Darrion w Klasztorze Zmiennokształtnych,,,
Sprofanowana zbroja mrocznego despoty,,,Zręka 280 Wytrz 500 Waga 3        ,,185/185/190/80/80,,,unik: 15%                ,,Profanacja przekutej zbroi u Beliara (125 karma | 15000 złota),,,
