Postać:,Kod:,Dodatkowe informacje:,,Mikstura:,Kod:,Dodatkowe informacje:,,Roślina:,Kod:,Dodatkowe informacje:,,Dokument:,Kod:,Dodatkowe informacje:,,Amulet:,Kod:,Dodatkowe informacje:,,Pas:,Kod:,Dodatkowe informacje:,,Pierścień:,Kod:,Dodatkowe informacje:,,Trofeum do noszenia:,Kod:,Dodatkowe informacje:,,Zwój:,Kod:,Dodatkowe informacje:,,Runa:,Kod:,Dodatkowe informacje:,,Trofeum:,Kod:,Dodatkowe informacje:,,Jedzenie:,Kod:,Dodatkowe informacje:,,Łuk/Kusza/Amunicja:,Kod:,Dodatkowe informacje:,,Broń 1h/2h:,Kod:,Dodatkowe informacje:,,Sakwy/Torby:,Kod:,Dodatkowe informacje:,,Zbroje/Szaty/Hełmy:,Kod:,Dodatkowe informacje:,,Klucze:,Kod:,Dodatkowe informacje:,,Ulepszenie ognika:,Kod:,Dodatkowe informacje:,,,Inne:,Kod:,Dodatkowe informacje:
Abigail,pir_61360_abigeil,,,Mikstura przemiany umysłu,itpo_addon_geist_01,Zabija,,Rzepa,itpl_beet,,,Starożytna orkowa tabliczka,itwr_aboutnagdumgar_p1,"Do zadania ""Cienie przeszłości""",,Amulet Franko,itam_addon_franco,,,Pas ze skóry czarnego trolla,itbe_addon_bt_01,,,Berło Adanosa,itri_adanosgoldskipetr,,,Czarny Kieł,itut_dlackteeth,,,Trujące ukąszenie,itsc_acid,,,Ryk otchłani,itru_abyssspell,Smok Ożywieniec 6 krąg,,Głowa polnego pełzacza,itat_addon_bckopf,,,Smażone mięso,itfomutton,,,Ognista strzała,itrw_addon_firearrow,,,Wysłużona szpada,itmw_veryoldspage,,,Skórzana torba Cavalorna,itse_addon_cavalornsbeutel,,,Zbroja Abigail,itar_abigal,,,Klucz goblina,itkey_goblinchest,Otwiera skrzynie w obozie na Pustyni Adanosa,,Lśniący szpon,itut_shinyclaw,,,,sztabka złota,itmi_stuckgold,
Abuyin,VLK_456_Abuyin,,,Mikstura przemiany umysłu,itpo_addon_geist_02,Daje 3000 expa,,Serafis,itpl_blueplant,,,Demoniczna Tablica Energii,itwr_demonplate_01,,,Starożytny amulet uzdrowicieli,itam_addon_health,,,Pas ze skóry gada ,itbe_addon_custom_01,,,Pieścień Araxos,itri_addon_bandittrader,,,Płyta pancerza Karakusta,itut_zaracustplate,,,Ręka Chaosu,itsc_adanosball,,,Trujące ukąszenie,itru_acid,Guru 4 krąg,,Skóra dzika,itat_addon_keilerfur,,,Surowe mięso,itfomuttonraw,,,Magiczna strzała,itrw_addon_magicarrow,,,Zardzewiała szpada,itmw_oldspage,,,Skrzynia ze skarbem,ise_addon_francischest,,,Zbroja,itar_aborigen_armor,Noszona przez ludzi w Dolinie Cienia,,Klucz Gomeza,itkey_gomeztreasure,Otwiera pokój Gomeza,,Wielkie żuwaczki,itat_giantmandibles,,,,sztabka żelaza,itmi_ironstuck,
"Avabyul, Kapłanka Beliara",vlk_4570_avabul,W jaskini bólu,,Mikstura przemiany umysłu,itpo_addon_geist_03,Dla NPC,,Kwiat kaktusa,itpl_cactusflower,,,Demoniczna Tablica Mocy,itwr_demonplate_02,,,Starożytny amulet kapłanów,itam_addon_mana,,,Pas ze skóry wilka,itbe_addon_custom_02,,,Starożytny pierścień uzdrowicieli,itri_addon_health_01,,,Czaszka Smoka,itat_xragonskull,,,Armia Ciemności,itsc_armyofdarkness,,,Ręka Chaosu,itru_adanosball,Nie występuje w grze,,Kamień Duszy Azgalora,itat_asgalorstone,,,Mięso górskiego ścierwojada,itfomuttonraw_mount,,,Magiczny bełt,itrw_magicbolt,,,Szpada,itmw_1h_vlk_sword,,,Kołczan,itse_arrow_sack,,,Zbroja,itar_aborigen_clothes,Noszona przez ludzi w Dolinie Cienia,,Klucz Kreola,itkey_ow_kreolkey,Otwiera wieżę mgieł,,Nietopniejący lód,itat_Icelessice,,,,sztaba czystej magicznej rudy,itmi_magicoreraw_1,złej jakości
"Avabyul, Kapłanka Beliara",vlk_5570_avabul,W sanktuarium,,Amun-Su,itpo_amunsu,Mana +8,,Czarna koniczyna,itpl_darkclover,"Do mikstury z zadania ""Magia Guru""",,Demoniczna Tablica Mistrzostwa,itwr_demonplate_03,,,Starożytny amulet wojowników,itam_addon_str,,,Pas ze skóry warga,itbe_addon_custom_03,,,Starożytny pierścień uzdrowicieli,itri_addon_health_02,,,Czaszka prastarego smoka,itat_xragonskullold,,,Magiczna strzała,itsc_berzerk,,,Żądza krwi,itru_agro,Czarnoksiężnik 1 krąg,,Serce Czarnego Smoka,itat_blackdragonheart,,,Smażone mięso Niclasa,itfo_mutton_niclas,,,Starożytny bełt,itrw_magicbolt_shv,,,Miecz bandyty,itmw_addon_bandittrader,,,"Stara, skórzana torba Diega",itse_diegostreasure_mis,,,Zbroja poszukiwacza przygód,itar_adventure,Noszona przez Alrika,,Klucz Bloodwyna,itke_addon_bloodwyn_01,Otwiera skrzynie w świątyni wojowników,,Demoniczny kwarc,itmi_demonicquartz,,,,sztabka czystej magicznej rudy,itmi_magicoreraw_2,średniej jakości
Avanis,bau_974_bauer,,,Eliksir boskiego umysłu,itpo_ancientpotion,Inteligencja +10,,Pustynny cierń,itpl_desertill,Nie występuje w grze,,Demoniczna Tablica Zniszczenia,itwr_demonplate_04,,,Amulet szukającego ognika,itam_addon_wispdetector,,,Pas ze skóry trolla,itbe_addon_custom_04,,,Starożytny pierścień kapłanów,itri_addon_mana_01,,,Lampa,itls_beltcandle,,,Błysk,itsc_blink,,,Armia Ciemności,itru_armyofdarkness,Nekromanta 4 krąg,,Wątroba czarnego zębacza,itat_blacksnapperliver,,,Mięso z żółwia,itfoschildkroeteraw,,,Egzekutor,itrw_addon_magiccrossbow_shv,,,Rapier,itmw_rapier,,,Kulista ryba,itse_erzfisch,Z bryłką rudy,,Pancerz poszukiwacza przygód,itar_adventure_hero,,,Klucz do skrzyni w obozie bandytów,itke_addon_buddler_01,Otwiera skrzynie obok Senyana,,Bagienna esencja,itmi_marshessence,,,,sztabka czystej magicznej rudy,itmi_magicoreraw_3,dobrej jakości
Agelidas,spider_uniq,Pająk z jaskini w Jarkendarze,,Odtrutka,itpo_anpois,,,Goblinie jagody,itpl_dex_herb_01,,,Demoniczna Tablica Wiedzy,itwr_demonplate_05,,,Amulet wędrującego ognika,itam_addon_wispdetectornew,Nie występuje w grze,,Pas zręczności,itbe_addon_dex_10,,,Starożytny pierścień kapłanów,itri_addon_mana_02,,,Twardy kolec grzbietowy,itat_curratishi,,,Fala śmierci Uriziela,itsc_breathofdeath,,,Włócznia ciemności,itru_beliarsrage,Nekromanta 3 krąg,,Róg czarnego trolla,itat_blacktrollhorn,,,Woda Adanosa,itfo_adanoswater,,,Cienisty Łuk,itrw_arabic_bow,,,Szpada łotra,itmw_chiefrapier_01,,,Wędka,itse_fangel,,,Strój alchemika,itar_alchemy,,,Klucz Estebana,itke_addon_esteban_01,Otwiera skrzynie obok Estebana,,Twardy węgiel,itmi_steinkohle,,,,sztabka czystej magicznej rudy,itmi_magicoreraw_4,doskonałej jakości
Agon,nov_603_agon,,,"Wino ""Złote wino""",itpo_assasinsrarewine,Odnosimy Haniarowi,,Niebieska Malwa,itpl_exbluemalve,Do zadania z Loą,,Demoniczna Tablica Ochrony,itwr_demonplate_06,,,Święta Aura Innosa,itam_addon_amulettofdeath_mis,Wersja Paladyna,,Pas zręczności,itbe_addon_dex_5,,,Pierścień Morgana,itri_addon_morgansring_mission,,,Szpon rybogłowa,itat_leaderlurker,,,Duża kula ognia,itsc_chargefireball,,,Szpon Beliara,itru_beliarsrune01,Nie występuje w grze,,Żuwaczki polnej bestii,itat_bugmandibles,,,Ognisty Gulasz,itfo_addon_firestew,,,Strzała,itrw_arrow,,,Rapier złodzieja,itmw_chiefrapier_02,,,???,itse_flycarpet,???,,Strój alchemika,itar_alchemy_nov,,,Klucz kamiennego strażnika,itke_addon_heiler,Otwiera skrzynie w świątyni na bagnie,,Magiczny sygnet,itmi_magicsignet,,,,sztaba czystej magicznej rudy,itmi_magicoreraw_5,czysty stop magicznej rudy
"Adanar, Strażnik Adanosa",dragon_av,Smok przed Krukiem,,"Wino ""Złote wino""",itpo_assasinsrarewine_use,HP +10,,Leśna jagoda,itpl_forestberry,,,Kamienna Tablica Magii,itwr_druidplate_00 ,zdobywane tylko na zachodnim wybrzeżu,,Święta Aura Innosa,itam-addon_amulettofdeath_mismage,,,Pas łowcy smoków,itbe_addon_djg_01,,,Starożytny pierścień wojowników,itri_addon_str_01,,,Almanach Ahirona,itut_magicbook,,,Niepamięć,itsc_charm,,,Szpon Beliara,itru_beliarsrune02,Nie występuje w grze,,Skóra wilka,itat_wolffur,,,Grog,itfo_addon_grog,,,???,itrw_ass_2x2,Jakiś particle,,Srebrny miecz Jacka,itmw_silverrapier,,,Mieszek Gerbrandta,itse_gerbrandpocket,,,Mityczna zbroja,itar_ancient,Płaszcz Quahodrona,,Klucz Skinnera,itke_addon_skinner,Otwiera skrzynie w szałasie Skinnera,,Niezniszczalny szafir,itmi_indestructiblesapphire,,,,Latający dywan,itse_flycarpet,Nie działa ;//
Adelhard,sld_853_bret,Najemnik z orkowych gór,,Trucizna z żądła krwiopijcy,itpo_bloodflypoison,,,Roślina lecznicza,itpl_health_herb_01,,,Kamienna Tablica Mocy,itwr_druidplate_01,zdobywane tylko na zachodnim wybrzeżu,,Amulet łowcy,itam_benkenob,Z królowej polnych pełzaczy,,Szarfa Guru,itbe_addon_gur_01,,,Starożytny pierścień wojowników,itri_addon_str_02,,,Grymuar,itut_magicbook2,,,Kula śmierci,itsc_deathball,,,Szpon Beliara,itru_beliarsrune03,Nie występuje w grze,,Skóra czarnego jaskiniowego trolla,itat_caveblackfurtroll,,,Mięso bagiennego szczura,itfo_krokofleisch_mission,,,Kusza bandyty,itrw_bdt_crossbow,,,Miecz mistrzowski,itmw_chiefrapier_03,,,Ciężka ryba,itse_goldfisch,Ze złotem,,Szata Arah'Ara,itar_arahar,,,Klucz Lou,itke_addon_tavern_01,Otwiera drzwi w karczmie Snafa,,Część otchłani,"itmi_partoftheabyss
itmi_partoftheabyssahiron",,,,Posążek Innosa,itmi_innosstatue,
Airi,vlk_4350_priscila,,,Oddech Śmierci,itpo_breath_of_death,Mana +35/Splugawienie szaty nekro,,Ziele lecznicze,itpl_health_herb_02,,,Kamienna Tablica Ochrony,itwr_druidplate_02,zdobywane tylko na zachodnim wybrzeżu,,Błyszczący amulet z czarnej rudy,itam_blackall,,,Pas maga ,itbe_addon_kdf_01,,,Pierścień mrocznych rytuałów,itri_darkcurse,,,Morellonomicon,itut_magicbook3,,,Magiczna strzała,itsc_deathbolt,,,Szpon Beliara,itru_beliarsrune04,Nie występuje w grze,,Pazury,itat_claw,,,Młot Lou,itfo_addon_loushammer,,,Bełt,itrw_bolt,,,Cicha Śmierć,itmw_chiefrapier_04,,,Skórzany mieszek,itse_goldpocket100,,,Pancerz ciemności,itar_asgard,,,Klucz Thorusa,itke_addon_thorus,Otwiera skrzynie obok Thorusa ,,,,,,,Posążek demona,itmi_statue_demon_01,
Akil,bau_940_Akil,,,Słaba mikstura wytrzymałości,itpo_clear,Regen staminy 2/2s przez 30 minut,,Korzeń leczniczy,itpl_health_herb_03,,,Stara orkowa notatka,itwr_aboutnagdumgar_p2,"Do zadania ""Cienie przeszłości""",,Amulet zręczności,itam_dex_01,Nie występuje w grze,,Pas kapłana,itbe_addon_kdf_02,,,Pierścień zręczności,itri_dex_01,Zręka +2,,Jadowity kieł Muritana,itat_pw_muritantooth / itat_buritantooth,,,Lewitacja,itsc_elevate,Nie działa i nie wystepuje w grze,,Szpon Beliara,itru_beliarsrune05,Nie występuje w grze,,Pazury Czarnego Zębacza,itat_clawblacksnapper,"Zadanie ""Szczęście Łowcy""",,Zupa z mięsem,itfo_addon_meatsoup,,,Łuk myśliwego,itrw_bospbow_l_03,,,Stalowa Igła,itmw_chiefrapier_05,,,Mieszek Ignaza,itse_goldpocket100_ignaz,,,Pancerz Asmala,itar_asmal,,,Klucz Margota,itke_ad_boss1,Otwiera przełącznik w Koszmarze Kruka,,,,,,,Ganja,itmi_hasish,
Aligator Jack,pir_1352_addon_alligatorjack,,,Mikstura Constantino,itpo_constfake,Nie występuje w grze,,Korzeń życia,itpl_magicroot,Do zadań na pustyni adanosa,,Stary dziennik Xardasa,itwr_aboutnagdumgar_p3,"Do zadania ""Cienie przeszłości""",,Amulet mocy,itam_dex_strg_01,Nie występuje w grze,,Pas arcymaga,itbe_addon_kdf_03,,,Pierścień umiejętności,itri_dex_02,Zręka +4,,Serce Rukyavy,itat_garpiiserdce,,,Włócznia ciemności,itsc_energyball,,,Szpon Beliara,itru_beliarsrune06,Bez duszy,,Pazury przywódcy stada,itat_clawleader,,,Orkowe pomyje,itfo_addon_orcrum,Śmiertelne,,Krótki Łuk,itrw_bowcraft_01,Wytwarzany jako czeladnik Bospera,,Żądło Skorpiona,itmw_chiefrapier_06,,,Skórzany mieszek,itse_goldpocket25,,,Pancerz asasyna,itar_ass,,,Klucz Nyarlathotepa,itke_ad_stoneseal,Otwiera skarbiec na początku Koszmaru Kruka,,,,,,,Śpiwór,itmi_sleepsack,
Albert,pal_7523_albert,,,Krew Demona,itpo_demonblood,,,Ognista pokrzywa,itpl_mana_herb_01,,,Magiczna starożytna tablica,itwr_adanoscrone_ready,Do przyzwania strażnika po Kruku,,Diamentowy amulet,itam_diamond,,,Szarfa Xarthisiusa,itbe_addon_kdf_05,,,Pierścień oszusta,itri_dex_03,Zręka +6,,Zaostrzony grot bełtu,?,,,Ognisty wybuch,itsc_explosion,,,Szpon Beliara,itru_beliarsuperrune,Z duszą,,Żuwaczki pełzacza,itat_crawlermandibles,,,Mikstura z orkowych pomyj,itfo_addon_orcrumsal,,,Łuk wierzbowy,itrw_bowcraft_02,Wytwarzany jako czeladnik Bospera,,Skowyt Nocy,itmw_chiefrapier_07,,,Skórzany mieszek,itse_goldpocket50,,,Ciężki pancerz cienia Masjafu,itar_assasins_01,,,Klucz Ahirona,itke_ahiron,Otwiera skrzynie Ahirona w jego wieży,,,,,,,serce kamiennego strażnika,itmi_portalruneadanos,
Albrecht,pal_202_albrecht,,,Ciemna mądrość,itpo_demon_potion,Mana +5 (Tylko mroczne gildie),,Ogniste ziele,itpl_mana_herb_02,,,Zwój,itwr_addon_axtanleitung,Przepis na lekki bandycki topór,,Szmaragdowy amulet,itam_emerald,,,Skórzany pas,itbe_addon_leather_01,,,Pierścień mocy,itri_dex_strg_01,Zręka +3 Siła +3,,Kieł Aligatora,itat_zubskalo,,,Fala uderzeniowa,itsc_extricate,,,Magiczna strzała,itru_berzerk,Guru 1 krąg,,Płytka pancerza pełzacza,itat_crawlerplate,,,Orkowy trunek,itfo_addon_orcrumsalbeta,Nie występuje w grze,,Łuk z wiązu,itrw_bowcraft_03,Wytwarzany jako czeladnik Bospera,,Srebrna Gwiazda,itmw_silverrapier_strong,,,Złote monety,itse_goldstack,,,Pancerz przeora Masjafu,itar_assasins_02,Gracza,,Klucz Arah'Ara,itke_arahar,Otwiera skrzynie na Zaginionym za zombie,,,,,,,łzy adanosa,itmi_adanostear,
Alvares,sld_840_alvares,,,Fałszywy koktajl (Nie występuje w grze),itpo_demon_potion_bad,Mana +5 (Tylko mroczne gildie),,Ognisty korzeń,itpl_mana_herb_03,,,List,itwr_addon_bandittrader,List bandytów Fernando,,Starożytny orkowy talizman,itam_hashgor,,,Pas z płytek pancerza pełzacza,itbe_addon_mc,,,Różdżka władcy smoków,itri_dragonstaff,,,Kamienny szpon,itat_xtoneclaw,,,Strach,itsc_fear,,,Duża kula mroku,itru_bigdarkball,Czarnoksiężnik 3 krąg,,Jajo pełzacza,itat_clawlerqueen,,,Czerwony pieprz,itfo_addon_pfeffer_01,,,Łuk Jesionowy,itrw_bowcraft_04,Wytwarzany jako czeladnik Bospera,,Złota Igła,itmw_chiefrapier_08,,,Skórzany mieszek,itse_golemchest_mis,Z pierścieniem i złotem,,Pancerz przeora Masjafu,itar_assasins_02_npc,NPC,,Amulet Cieni,itke_anitest,Do wątku Lasu Asasynów,,,,,,,królewski rubin,itmi_bigruby,
Alwin,Vlk_424_Alwin,,,Mikstura wydzieliny ze smoczych jaj,itpo_dragoneggdrinkneoras_mis,Siła +3,,Ciemny grzyb,itpl_mushroom_01,,,Księga rozrachunkowa Francisa,itwr_addon_francisabrechnung_mis,,,Amulet Holgera,itam_holger_amulet,,,Pas straży miejskiej,itbe_addon_mil_01,,,Pierścień Fellangora,itri_fellangor,,,Kamienne oko,itmi_utonepumapiece,,,Ognisty pocisk,itsc_firebolt,,,Błysk,itru_blink,Izu'Tzeld 3 krąg,,Skrzydła,itat_wing,,,Rum,itfO_addon_rum,,,Łuk bukowy,itrw_bowcraft_05,Wytwarzany jako czeladnik Bospera,,Krwiopijca,itmw_1h_goldbrand,,,Skórzany mieszek,itse_hannasbeutel,od Hanny,,Pancerz nowicjusza Masjafu,itar_assasins_03,,,Klucz Ar-Dagara,itke_ardagar,Potrzebny do misji w Kopalni Orków,,,,,,,bryłka magicznej rudy,itmi_nugget,
Alrik,vlk_438_alrik,,,Smocza mądrość,itpo_dragonmind_epic,Mana +50,,Mięso kopacza,itpl_mushroom_02,,,Dziennik Grega,itwr_addon_gregslogbuch_mis,,,Amulet życia,itam_hp_01,,,Pas strażnika miejskiego,itbe_addon_mil_02,,,Pierścień Fellangora,itri_fellangor_magic,,,Głowa Ur-Thralla,itat_headurtrall,,,Deszcz ognia,itsc_firerain,,,Deszcz Krwi,itru_bloodrain,Nekromanta 6 krąg,,Serce demona,itat_demonheart,,,Rum Skipa,itfo_addon_rum_skil,,,Łuk krwi,itrw_bow_blood,,,Krwiożerca,itmw_blood_katana,,,Lekka ryba,itse_lockpickfisch,Z wytrychami,,Pancerz cienia Masjafu,itar_assasins_04,,,Klucz Brago,itke_bandit,Otwiera skrzynie w jaskini Brago,,,,,,,lodowy kryształ,itmi_avatar_water,
Alfred,hun_742_alfred,,,Płomień Eligora,itpo_eligorfire,Odporność na gorąco,,Ziele lecznicze,itpl_netbekplant,Przywrace całe HP (Zadanie Nieproszony gość),,Przepis na pełnię życia,itwr_health_04,,,Rodzinny amulet Drakila,itam_hp_mana_01,Nie występuje w grze,,Pas nowicjusza,itbe_addon_nov_01,,,Srebrny pierścień Ferda,itri_ferd,Nie występuje w grze,,Róg trolla,itat_gturtrollhorn,,,Mała burza ognista,itsc_firestorm,,,Fala Śmierci Uriziela,itru_breathofdeath,Hoshkar 4 krąg,,Czaszka Demona,itat_demonskull,"Do zadania ""Bezgraniczna potęga""",,Podwójny młot Lou,itfo_addon_schlafhammer,,,Sher Gar Mal,itrw_bow_bones,,,Szpon Beliara,itmw_chiefrapierclaw,szpada,,Sakiewka Lutero,itse_lutterobigpocket,,,Demoniczna szata Guru,itar_assasins_corgalom,,,Klucz do piwnicy Bospera,itke_bosper_key,Otwiera piwnicę Bospera i skrzynie w niej,,,,,,,kula armatnia,itmi_canoneball,
Amul'Rough,amasraf,,,Czarna Mgła,itpo_elixirshadow,,,Zioło many Netbeka,itpl_netbekplant_magic,Przywraca całą Mane (Zadanie Nieproszony gość),,Przepis na eliksir czystej energii,itwr_health_05,,,Amulet gwiazd,itam_imarah,,,Pas gladiatora,itbe_addon_prot_edge,,,Pierścień rodzinny Ferrosa,itri_ferrosring,Siła +8,,Czaszka Białego Trolla,itat_skullwhitetroll,,,Orzeźwienie,itsc_fullheal,,,Niepamięć,itru_charm,Guru 2 krąg,,Kły pustynnego węża,itat_desertsharkteeh,,,Szybki Śledź,itfo_schnellerhering,,,Szpon Beliara,itrw_bow_claw,Bez duszy,,Szpon Beliara (z duszą),itmw_chiefrapierclawsenyak,szpada,,Sakiewka Nigela,itse_nigelpocket,,,Pancer przeora Masjafu,itar_assasins_dead,Nieumarłych przeorów,,Klucz Bromora,itke_bromor,Otwiera drzwi pokoju Bromora,,,,,,,naszyjnik z czarnych pereł,itmi_blackpearlneckle,
Amul'Sah,amassah,,,Mikstura odporności na upadek,itpo_falldefence,,,Szczaw Królewski,itpl_perm_herb,,,Ważna wiadomość,itwr_hinweis_01,Z obozu bandytów na bagnie,,Amulet Irdorath,itam_irdorat,,,Pas kamiennej skóry,itbe_addon_prot_edgpoi,,,Pierścień kapłana Adanosa,itri_goblinring,HP +300,,Sztylet czempiona,itat_arenatrophy,,,Gejzer,itsc_geyser,,,Kula energii,itru_concussionbolt,Nie występuje w grze,,Skóra białego trolla,itat_whitetroll,,,Szybki Śledź Skipa,itfo_schnellerhering_ext,,,Szpon Beliara,itrw_bow_clawsenyak,Z duszą,,Ostry Kij,itmw_simple_spear,,,Sakiewka Olava,itse_olav,,,Demoniczna szata Guru,itar_assasins_demonmage,,,Klucz,itke_buerger,Otwiera skrzynie w domu obok Salandrila,,,,,,,puchar magnata,itmi_gomezgoldcup,
Cor Angar,djg_705_Angar,W obozie Draxa,,Eliksir ochrony przed ogniem,itpo_firedefence,,,Polna jagoda,itpl_planeberry,,,Wazna wiadomość,itwr_hinweis_02,Z obozu bandytów na bagnie,,Amulet magii,itam_mana_01,,,Pas ochrony przed ogniem,itbe_addon_prot_fire,,,Złote Berło,itri_goldskipetr_nomagic,Nienaładowane Berło Adanosa,,,,,,Sieć korzeni,itsc_greententacle,,,Hipnoza,itru_control,Nie działa i nie występuje w grze,,Smocza krew,itat_dragonblood,,,Ostryga,itfo_addon_shellflesh,,,Nocny Wędrowiec,itrw_double_01,,,Włócznia treningowa,newbie_speer,,,Lekka ryba,itse_ringfisch,Z pierścieniem,,Zbroja Attili,itar_atilla,,,Klucz orkowego szamana,itke_canyonlibrary_hierarchy_books_addon,Otwiera bibliotekę i skrzynie w niej,,,,,,,kryształ mrocznej dusz,itmi_seekersoul,
Cor Angar,djg_705_angar_li,Przy krypcie,,"Trucizna ""Nagła śmierć""",itpo_greendeath,,,Zębate ziele,itpl_speed_herb_01,,,Notatka Fortuno,itwr_addon_joint_01,Przepis na Zielonego Nowicjusza,,Amulet Cor Angara,itam_mana_angar_mis,,,Pas magicznej ochrony,itbe_addon_prot_magic,,,Diamentowy pierścień ze złota,itri_gold_diam,,,,,,,Zniszczenie ożywieńca,itsc_harmundead,,,Krzyż Żywiołów,itru_crestelements,"Zadanie ""Artefakty Starożytności""",,Smocze jajo,itat_dragonegg_mis,,,Orkowy Schnapps,itfo_addon_shnaps_orks,,,Kościany łuk,itrw_bow_h_01,,,Falks,heerscherstab,,,Mieszek Gallahada,itse_taliasanpocket,,,Zbroja Avabyul,itar_avabul_armor,Brak tekstury,,Zardzewiały klucz,itke_caracust,Otwiera skrzynie za Karakustem,,,,,,,czarny kryształ,itmi_crystalblack,
Cor Angar,djg_705_Angar_NW,W obozie Bractwa,,Eliksir Strażnika (Nie występuje w grze),itpo_guardianselixir,Odp na ogień/magie +5,,Smoczy korzeń,itpl_strength_herb_01,,,"Przepis na ""Młot Lou""",itwr_lou_rezept,,,Amulet cieni,itam_masiafkey,Amulet otwierający las asasynów,,Pas dębowej skóry,itbe_addon_prot_point,,,Szmaragdowy pierścień ze złota,itri_gold_emer,,,,,,,Lodowa strzała,itsc_icebolt,,,Kula mroku,itru_darkball,Czarnoksiężnik 2 krąg,,Serce smoka,itat_dragonheart,Nie występuje w grze,,Czysty alkohol,itfo_alcohol,,,Łuk dębowy,itrw_bow_h_02,,,Stalowa włócznia,itmw_speer,,,Paczka z bronią,itse_weapon_sack,Las Asasynów,,Skrzydła Avabul,itar_avabul_wings,Nie da się założyć,,Klucz Dementora,itke_chestmasterdementor_mis,Otwiera skrzynie z okiem mocy,,,,,,,talizman wielkiego łowcy,itmi_huntsign,
Austin,bdt_orcmercnerary_ostin,Najemnik orków,,Mikstura,itpo_healhilda_mls,Mikstura na opętanie,,Bagienne ziele,itpl_swampherb,,,"Przepis na ""Podwójny młot Lou""",itwr_lou_rezept2,,,Opalowy amulet,itam_opal,,,Pas nietykalności,itbe_addon_prot_total,,,Opalowy pierścień ze złota,itri_gold_opal,,,,,,,Bryła lodu,itsc_icecube,,,Runa,itru_darkcloud,Nie działa i nie występuje w grze,,Smocze łuski,itat_dragonscale,,,Jabłko,itfo_apple,,,Łuk bojowy,itrw_bow_h_03,,,Włócznia najemnika,"itmw_swordspear1h
itmw_swordspear",,,Skórzany mieszek,itse_xardasnotfallbeutel_mis,Z okiem Innosa,,Wielki mieszek,itar_avabul_wood,???,,Klucz do skrzyni na farmie Sekoba,itke_chest_sekob_xardasbook_mis,Otwiera skrzynie na farmie Sekoba,,,,,,,kawałek tropikalnego buku,itmi_buktree,
