,,,,,,,,,,,,,
,,,Doppelt so schnelle und um 50% erhöhte Regeneration aus Tränken,,,,,,,,"3LP, Kapitel 3",,
,,,,,,,,,,,,,
,,,Reduzierung erlittener physischer Schäden um 10%,,,,,,,,"7LP, Level 20",,
,,,,,,,,,,,,,
,,,Erhöhter Blutungsschaden um 35%,,,,,,,,"5LP, Level 25",,
,,,,,,,,,,,,,
,,,Chance auf zusätzliche 100 Waffenschäden (1H - 15% | 2H - 25%),,,,,,,,"7LP, Level 30, 250 Stärke/Geschick, Kapitel 2",,
,,,,,,,,,,,,,
,,,GILDEN-RÜSTUNGEN,,,,,,,,,,
,,,,,,,,,,,,,
,,,Name,,,Anforderungen,,Hieb/Stumpf/Stich/Feuer/Magie/Sturz,,,Zusätzlich,Bedingung für Erhalt,
,,,Leichte Söldnerrüstung,,,Ausdauer 100,,45/25/15/0/0,,,LP 25,Für Beitritt zu den Söldnern,
,,,Geschmiedete leichte Söldnerrüstung,,,Ausdauer 150,,55/65/45/0/0,,,LP 50,Grundlegendes Schmieden erforderlich,
,,,Söldnerrüstung,,,Ausdauer 200,,60/40/35/0/0,,,LP 45,Verkauft Lee,
,,,Geschmiedete Söldnerrüstung,,,Ausdauer 250,,80/75/65/10/5,,,LP 65,Grundlegendes Schmieden erforderlich,
,,,Schwere Söldnerrüstung,,,Stärke 90 Ausd 300,,80/90/70/5/5,,,LP 75,Verkauft Lee in Kapitel 2,
,,,Geschmiedete schwere Söldnerrüstung,,,Stärke 120 Ausd 350,,120/125/90/10/10,,,LP 100,Grundlegendes Schmieden erforderlich,
,,,Leichte Drachenjägerrüstung,,,Ausd 450,,130/130/125/30/10,,,LP 175,Erhalten beim Werden zum Drachenjäger,
,,,Drachenjägerrüstung,,,Stärke 200 Ausd 600,,150/170/120/65/20,,,LP 200,Verkauft Bennet in Kapitel 3,
,,,Geschmiedete l. Drachenjägerrüstung,,,Ausd 500,,180/180/170/55/40,,,LP 225,Grundlegendes Schmieden erforderlich,
,,,Mittlere Drachenjägerrüstung,,,Stärke 275 Ausd 650,,220/230/210/85/50/5,,,LP 350,Zu kaufen bei Jan,
,,,Schwere Drachenjägerrüstung,,,Stärke 250 Ausd 750,,190/210/180/50/40/6,,,LP 350,Verkauft Bennet in Kapitel 4,
,,,Geschmiedete Drachenjägerrüstung,,,Stärke 250 Ausd 600,,200/220/200/75/60,,,LP 300,Fortgeschrittenes Schmieden erforderlich,
,,,Geschmiedete schw. Drachenjägerrüstung,,,Stärke 375 Ausd 750,,250/260/260/80/60,,,LP 400,Fortgeschrittenes Schmieden erforderlich,
,,,Kopfgeldjägerrüstung,,,Geschick 90,,50/40/70/5/5/1,,,Ausweichen 10%,Verkauft Lee nach Beitritt,
,,,Geschmiedete Kopfgeldjägerrüstung,,,Geschick 90,,80/60/90/15/15,,,Ausweichen 10%,Grundlegendes Schmieden erforderlich,
,,,Orkjägerrüstung,,,Geschick 275,,150/120/160/40/30/2,,,Ausweichen 15%,Verkauft Bennet in Kapitel 3,
,,,Geschmiedete Orkjägerrüstung,,,Geschick 275,,185/155/180/55/40/3,,,Ausweichen 15%,Fortgeschrittenes Schmieden erforderlich,
,,,SCHWERTER AUS MAGISCHEM ERZ (lehrt Bennet nur Söldner),,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,Name,,Stärke,Schaden,Reichweite,Art,Andere Werte,,,,Bedingungen für Erhalt
,,,Schwert aus magischem Erz,,85,150,90,Schwert,Waffenkunst-Bonus: 4%,,,,Lehrt Bennet in Kapitel 1
,,,Zweihändiges Schwert aus magischem Erz,,100,180,130,Schwert,"Waffenkunst-Bonus: 4%, Magieresistenz: 5",,,,Lehrt Bennet in Kapitel 1
,,,"Langes Schwert aus
magischem Erz",,110,180,90,Schwert,"Waffenkunst-Bonus: 4%, Magieresistenz: 10",,,,Lehrt Bennet in Kapitel 2
,,,Schweres zweihändiges Schwert aus magischem Erz,,150,240,140,Schwert,Waffenkunst-Bonus: 4% Magieresistenz: 10,,,,Lehrt Bennet in Kapitel 2
,,,Perfektes Schwert aus magischem Erz,,180,260,110,Schwert,"Waffenkunst-Bonus: 4%
Rüstungsdurchschlag 10%
Magieresistenz: 15",,,,Lehrt Bennet in Kapitel 3
,,,Perfektes zweihändiges Schwert aus magischem Erz,,190,270,150,Schwert,Waffenkunst-Bonus: 4% Magieresistenz: 15,,,,Lehrt Bennet in Kapitel 3
,,,Einhändiger Drachentöter,,270,350,130,Schwert,"Waffenkunst-Bonus 4%
Rüstungsdurchschlag 15%
 Resistenz gegen Magie/Hieb/Stumpf: 30",,,,Lehrt Bennet in Kapitel 4
,,,Zweihändiger Drachentöter,,300,400,160,Schwert,"Waffenkunst-Bonus: 4%
Resistenz gegen Magie/Stumpf/Physisch: 30",,,,Lehrt Bennet in Kapitel 4
,,,GILDEN-ÄXTE (Verkauft Khaled nur an Söldner),,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,Name,,Stärke,Schaden,Reichweite,Art,Andere Werte,,,,Bedingungen für Erhalt
,,,Leichte Kriegsaxt (2H),,50,100,70,Axt,---,,,,Verkauft Khaled
,,,Schlechte Söldneraxt (2H),,70,110,120,Axt,---,,,,Verkauft Khaled
,,,,,,,,,,,,,
,,,Doppelaxt (1H),,80,110,70,Axt,---,,,,Verkauft Khaled
,,,Schwerer Kriegshammer (2H),,100,150,110,Stumpfwaffe,Rüstungsdurchschlag 40%,,,,Verkauft Khaled
,,,,,,,,,,,,,
,,,Kriegsaxt (2H),,130,150,100,Axt,---,,,,Verkauft Khaled
,,,Kampfbeil (2H),,120,165,100,Axt,---,,,,Verkauft Khaled
,,,Schwere Kriegsaxt (2H),,160,170,100,Axt,---,,,,Verkauft Khaled
,,,Solide Axt (2H),,120,175,125,Axt,---,,,,Verkauft Khaled
,,,Söldneraxt (2H),,180,180,140,Axt,Zusätzlicher Schaden 50,,,,Verkauft Khaled (Kapitel 2)
,,,Große Axt (2H),,200,250,130,Axt,---,,,,Verkauft Khaled (Kapitel 2)
,,,Drachenjägeraxt (2H),,330,300,150,Axt,"Rüstungsdurchschlag 20%
Zusätzlicher Schaden 100",,,,Verkauft Khaled (Kapitel 3)
,,,Drachentöter (2H),,400,400,160,Axt,"Rüstungsdurchschlag 30%
Zusätzlicher Schaden 175",,,,Verkauft Khaled (Kapitel 3)
