,,,,,,,,,,,,,,,,,,,,
In den Ruinen mit Rasierklingen im vergessenen Canyon,,,,In der Höhle des Stachelrücken-Bosses am Strand neben den Piraten,,,,In der Höhle im Canyon mit Francis' Schatz,,,,Über der Kriecherspinnenkönigin im vergessenen Canyon,,,,Im Tempel im Sumpf,,,,Adanos' Wüste in der großen Pyramide
,,,,,,,,,,,,,,,,,,,,
Quahodrons Grabmal,,,,,,,,Adanos' Wüste im Turm von Imarah,,,,Adanos' Wüste neben dem mittleren Altar wo wir die Fragmente verbinden,,,,Auf dem Altar im Tempel mit Ratten neben dem Eremiten,,,,
,,,,,,,,,,,,,,,,,,,,
Im Tempel mit Goblins,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Bei den Stufen zum Teleport zu Ashtar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Adanos' Wüste beim Eingang zur Pyramide auf dem Tempelplatz,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
MINENTAL UND SEINE KLEINEREN ORTE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Energie
(+5 LP oder +3 Mana)",,,,"Meisterschaft
(+1% Waffenbeherrschung)",,,,"Zerstörung 
(+1% Magiemacht)",,,,"Macht
(+1 Stärke oder Geschicklichkeit)",,,,Wissen (+2 Int),,,,"Schutz
(+5 Physisch oder +1 Sturz)"
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Neben Beliars Schrein im alten Turm von Xardas,,,,"Beim Eingang zur alten Mine
(Gomez' Mine)",,,,Ork-Friedhof,,,,In der Krypta mit Angars Amulett,,,,2x Auf der unteren Ebene der Ork-Mine,,,,Ork-Friedhof nach der Teleportation vom Schamanen
,,,,,,,,,,,,,,,,,,,,
Neben Darrion im Lager der Gestaltwandler,,,,,,,,Im gefluteten Turm von Xardas,,,,Auf der unteren Ebene der Ork-Mine,,,,In der Höhle des Schmerzes beim Pult,,,,"In der Höhle des Schmerzes, nahe dem Pult"
,,,,,,,,,,,,,,,,,,,,
Auf dem Altar des Tempels in den Sümpfen,,,,,,,,,,,,"Beim Eingang zur freien Mine
(Mine des Neuen Lagers)",,,,Im gefluteten Turm von Xardas,,,,
,,,,,,,,,,,,,,,,,,,,
Im Ork-Friedhof,,,,,,,,,,,,,,,,Schattental neben dem Geist des Schamanen,,,,
,,,,,,,,,,,,,,,,,,,,
Oberes Stockwerk der Steindrachen-Festung,,,,,,,,,,,,,,,,Schattental unweit des schwarzen Trolls,,,,
,,,,,,,,,,,,,,,,,,,,
In Caloms Zelt im Alten Lager der Bruderschaft,,,,,,,,,,,,,,,,Schattental nahe dem Steinkreis,,,,
,,,,,,,,,,,,,,,,,,,,
Schattental in der Höhle der Menschen,,,,,,,,,,,,,,,,,,,,
