Auf dem Altar im Tempel mit Goblins,,,,In Gregs Hütte,,,,In der Truhe in der Bibliothek in der Schlucht,,,,"Unter der eingestürzten Säule gleich beim Ausgang des Gebäudes, von dem wir nach Jarkendar gehen"
,,,,,,,,,,,,
Beim Pfeiler vor dem Tempel mit Ratten,,,,In der Truhe im rechten Abzweig vor Kruk,,,,Im Sarkophag in der Bibliothek in der Schlucht,,,,"Links vom Gebäude gegenüber dem Gebäude, von dem wir nach Jarkendar gehen"
,,,,,,,,,,,,
In den Ruinen mit Goblins auf dem Weg zum Tempel mit Goblins,,,,In der Truhe in der Bibliothek in der Schlucht,,,,In der Truhe in den Ruinen mit Goblins auf dem Weg zum Tempel mit Goblins,,,,In der großen Höhle mit Spinnen in der Vergessenen Schlucht
,,,,,,,,,,,,
"Bei den Ruinen mit Kapitän Thatch
neben dem Tempel mit Goblins",,,,In Thorus' Truhe (Diebstahl erforderlich),,,,In der Truhe im Tempel mit Goblins,,,,In der Truhe neben Quahodrons Grab
,,,,,,,,,,,,
In der Truhe in der Bibliothek in der Schlucht,,,,Im Schatz nahe den Wassermagiern,,,,In der Truhe in der Höhle, die den Sumpf mit der Schlucht verbindet,,,,In der Truhe im Tempel mit Ratten
,,,,,,,,,,,,
"Truhe in den Ruinen mit Kapitän Thatch
neben dem Tempel mit Goblins",,,,Verkauft Cronos (4. Kapitel),,,,In der Truhe im Orkzelt in der Schlucht,,,,In der Truhe hinter der Brücke neben dem Eremiten
,,,,,,,,,,,,
In der Truhe neben dem Banditen Tom,,,,,,,,In Lous Lager in Snafs Taverne,,,,In der Truhe im Tempel mit Goblins
,,,,,,,,,,,,
Verkauft Fisk,,,,,,,,Im Schatz im Sumpf im kleinen verlassenen Lager,,,,"Truhe in den Ruinen mit Thatch
neben dem Tempel mit Goblins"
,,,,,,,,,,,,
"Im Schatz zwischen Sumpf und Ausgrabungen",,,,,,,,2x Nach Kruks Verbannung von Saturas (Nur Wassermagier),,,,"Von Greg für Gebet bei Pyrokar (2 STÜCK)
Quest entfernt"
,,,,,,,,,,,,
In der Truhe im Tempel im Sumpf,,,,Verkauft Cronos,,,,Von Abigail für die Rückgabe ihres Schwertes,,,,Im Schatz neben dem Priestertempel
,,,,,,,,,,,,
Schwertkämpfertafel (1H),,,,Speerkämpfertafel (2H),,,,Bogenschützentafel (Bogen),,,,Armbrustschützentafel (Armbrust)
,,,,,,,,,,,,
In den kleinen Ruinen mit Goblins im Sumpf *,,,,"Im Raum mit Keyron, bei einer der Türen",,,,Bei der Spinne Agelidas,,,,Rechts vom Pfeiler bei den Stufen zur Höhle, die den Sumpf mit der Schlucht verbindet
,,,,,,,,,,,,
Im kleinen Gebäude rechts von den Rasierklingen in der Vergessenen Schlucht *,,,,Auf dem Altar, zu dem Kruk betet,,,,Auf dem Altar in der Höhle in der Vergessenen Schlucht,,,,In der Truhe in der Höhle, die den Sumpf mit der Schlucht verbindet
,,,,,,,,,,,,
Im Schatz in der Mine mit Kriechern neben dem Eingang zur Wüste Adanos *,,,,In der Truhe im linken Abzweig vor Kruk,,,,Am Ende der Mine neben dem Teleport zur Wüste,,,,Verkauft Fisk (4. Kapitel) *
,,,,,,,,,,,,
,,,,In Malcolms Leiche während der Mission für Owen,,,,Im vergrabenen Schatz nahe dem Boss der Warge,,,,
,,,,,,,,,,,,
Weisheitstafel (Intelligenz),,,,,,Botentafel (Ausdauer),,,,,Alte Steintafel (+1 Mana),
,,,,,,,,,,,,
,,,,,,,,,,,,
Auf dem Altar im Tempel im Sumpf,,,,,,"In Kapitän Thatchs Schatz
neben dem Tempel mit Goblins",,,,,In der Truhe in der Bibliothek in der Schlucht,
,,,,,,,,,,,,
Auf dem Holzgerüst vor dem Eingang zur Mine bei den Banditen,,,,,,In der Truhe neben Beliars Kapelle beim Eremiten,,,,,Auf dem Altar in der Bibliothek in der Schlucht,
,,,,,,,,,,,,
Auf dem Altar, zu dem Kruk betet,,,,,,,,,,,Links vom Eingang zur Bibliothek in der Schlucht,
,,,,,,,,,,,,
In der Truhe im rechten Abzweig vor Kruk,,,,,,Für die Rückgabe der Kleidung an den Eremiten (2 STÜCK),,,,,In einem der Zelte im Orklager in der Schlucht,
,,,,,,,,,,,,
In der Truhe im linken Abzweig vor Kruk,,,,,,In der Truhe neben Kapitän Drake,,,,,Auf dem dicken Pfeiler vor der Höhle, die den Sumpf mit der Schlucht verbindet,
,,,,,,,,,,,,
"In der Truhe auf dem Berg im Sumpf, neben Brandick",,,,,,Hinter einem der Stalagmiten in der Höhle in der Vergessenen Schlucht,,,,,In der Truhe in der Höhle, die den Sumpf mit der Schlucht verbindet,
,,,,,,,,,,,,
In der Truhe hinter den Ruinen, in denen Edgor sitzt,,,,,,In der Truhe beim Schattenläufer in der Höhle auf dem Weg zum Piratenlager,,,,,"Rechts in der Schlucht, neben der Ratte",
,,,,,,,,,,,,
Im Sarkophag in der Goldmine der Banditen,,,,,,In der Höhle mit Sumpfhaien hinter Owen,,,,,"In der Höhle mit dem Puma, neben der Höhle, die den Sumpf mit der Schlucht verbindet",
,,,,,,,,,,,,
Im Schatz auf dem Berg im Sumpf (neben Brandick),,,,,,Von Morgan für die Rückgabe seines Rings,,,,,Auf dem zerstörten Gebäude vor der Höhle, die den Sumpf mit der Schlucht verbindet,
,,,,,,,,,,,,
WESTKÜSTE,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
"Schutzstafel 
(vor physischen 2 + 5HP)",,,,,,"Machttafel
(1 Stärke + 1 Geschicklichkeit)",,,,,"Magietafel
(2 Mana + 2 Int)",
,,,,,,,,,,,,
,,,,,,,,,,,,
Im Sumpf an der linken Wand bei der Insel mit dem Sockel,,,,,,Auf dem Felsen beim versunkenen Schiff neben der Insel,,,,,In der Höhle in der Bucht, wo wir mit den Druiden trinken,
,,,,,,,,,,,,
In der Höhle mit Maji und Monstrum,,,,,,In der Höhle mit Goblins auf der Insel,,,,,Beim Fass auf dem Oberdeck des Schiffes,
,,,,,,,,,,,,
Unter dem Baumstumpf links vom Eingang zur Ebene,,,,,,"Auf der Ebene, auf der Lichtung zwischen dem Ritualplatz und der Trollschlucht",,,,,"Auf den Felsen mit Echsen, zwischen der Brücke und dem Piratenstrand",
,,,,,,,,,,,,
Hinter dem Baum in der Trollschlucht auf der Ebene,,,,,,Im Großen Tempel rechts vom Altar,,,,,Auf dem Stein links beim Eingang zur Kriecherschlucht,
,,,,,,,,,,,,
In der Krypta im Sumpf,,,,,,Auf dem Steinregal beim Eingang zu den Ruinen, die zur Ebene führen,,,,,"In den Ruinen, die zur Ebene führen, im Raum mit dem Boss-Wächter",
,,,,,,,,,,,,
ASHTARS TAL,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Kriegertafel (Stärke),,,Jägertafel (Geschicklichkeit),,,Priestertafel (Mana),,,Heilertafel (HP),,,Weisheitstafel (Intelligenz)
,,,,,,,,,,,,
Auf den Stufen, bei denen wir respawnen,,,Zwischen den Truhen des Magiers und Kriegers auf der Mauer,,,Hinter dem Gebäude hinter der Diebestruhe,,,Im Wasser neben Ashtar,,,Im Gebäude mit der Magiertruhe
,,,,,,,,,,,,
Bei den steinernen Wächtern neben dem Troll,,,In der Kriegertruhe,,,Nahe dem Troll,,,Neben Ashtar,,,Bei den steinernen Wächtern auf dem Weg zur Kriegertruhe
,,,,,,,,,,,,
WÜSTE ADANOS,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Kriegertafel (Stärke),,,,Jägertafel (Geschicklichkeit),,,,Priestertafel (Mana),,,,Heilertafel (HP)
,,,,,,,,,,,,
Auf dem Altar bei der Truhe mit Adanos' Krone,,,,"Auf dem Dach des Gebäudes, in das wir die Ornamentfragmente aus den Oasen einsetzen",,,,Auf dem Regal in Imarahs Turm (3 STÜCK),,,,Beim Pfeiler auf einer der Felsvorsprünge im großen Loch
,,,,,,,,,,,,
Unter dem Baum gegenüber dem Eingang zur Lokation,,,,Links vor dem Eingang zum Verlorenen Bruder,,,,Bei der Säule neben Magolemus,,,,In den kleinen Ruinen gegenüber den Trollen und Fokussteinen
,,,,,,,,,,,,
Auf einem der Regale in der Großen Pyramide,,,,Hinter dem Stein im Goblinlager,,,,"In den kleinen Ruinen mit Untoten, in der Kartenecke neben Imarahs Turm",,,,Neben dem Schlüssel zum Brunnen in der Oase in der Kartenecke
,,,,,,,,,,,,
Auf dem großen roten Felsen neben Imarahs Turm,,,,Auf der zerstörten Mauer in der Oase vor Adanar,,,,Auf dem Pfeiler rechts vom Eingang zur Großen Pyramide,,,,"Auf dem roten Felsen gegenüber dem Gebäude, wo wir die Ornamente aus den Oasen einsetzen"
,,,,,,,,,,,,
"Rechts vom Licht, zu dem wir in Adanos' Krone beten",,,,Auf der zerstörten Mauer im Loch mit Kriechern,,,,"Auf dem Altar zu den Fokussteinen, zwischen der kleinen Pyramide und dem Eingang zur Lokation",,,,Auf dem Regal in Imarahs Turm
,,,,,,,,,,,,
In den Ruinen mit dem Boss der Drachen,,,,Auf dem großen roten Felsen vor der Großen Pyramide,,,,Auf dem Altar zu den Fokussteinen neben Imarahs Turm,,,,"Auf einem der Sockel für Teleporte, beim Ort zur Beschwörung des steinernen Wächters"
,,,,,,,,,,,,
Auf den zerstörten Ruinen rechts vom Eingang zur Lokation,,,,In den Ruinen mit Drachen neben Imarah,,,,Im Gebäude bei der kleinen Pyramide,,,,Auf der Säule in einer der Oasen mit Dunklem Wächter
,,,,,,,,,,,,
Unter dem Lebensbaum,,,,In der Holzhütte außerhalb des Ogerlagers gleich beim großen Loch,,,,Auf einem der Regale in der Großen Pyramide,,,,Auf der Mauer in einer der Oasen mit Oberem Priester der Baumeister
,,,,,,,,,,,,
In der Nische in der Großen Pyramide,,,,Im Endraum des Tränentempels,,,,"Auf dem Altar zu den Fokussteinen, weit links vom Eingang zur Großen Pyramide",,,,"Auf den Stufen zum Gebäude, in das wir die Ornamentfragmente aus den Oasen einsetzen"
,,,,,,,,,,,,
Auf der Säule an einem der Orte zur Beschwörung steinerner Wächter,,,,Im zweiten Raum des Tränentempels,,,,"Auf dem Altar zu den Fokussteinen, nahe der Teleportplatte bei den Echsen",,,,Im Gebäude neben der Oase mit dem Schlüssel zum Brunnen
,,,,,,,,,,,,
"Truhe hinter dem Altar, zu dem Kruk betet
(2 STÜCK)",,,,,,,,Auf einem der Pulte in der Großen Pyramide,,,,In der Truhe in Karakusts Lager
,,,,,,,,,,,,
Im Tränentempel im Kriegerraum,,,,,,,,Auf der zerstörten Säule unten in der Tränentempel-Lokation,,,,Bei den Erzverschlingern unter dem Tränentempel
,,,,,,,,,,,,
Im Endraum des Tränentempels,,,,,,,,Auf der Säule unten in der Tränentempel-Lokation,,,,Bei den Erzverschlingern unter dem Eingang zur Lokation
,,,,,,,,,,,,
Links vom Eingang zum Tränentempel,,,,,,,,In der Truhe in Imarahs Turm,,,,
,,,,,,,,,,,,
Auf dem Altar bei der Truhe mit Adanos' Krone,,,,In der Truhe in der Oase mit Dunklem Wächter,,,,In der Truhe in der Großen Pyramide (2 STÜCK),,,,
,,,,,,,,,,,,
Schwertkämpfertafel (1H),,,,Speerkämpfertafel (2H),,,,Bogenschützentafel (Bogen),,,,Armbrustschützentafel (Armbrust)
,,,,,,,,,,,,
In Adanos' Fegefeuer *,,,,fehlt,,,,In Adanos' Fegefeuer *,,,,In Adanos' Fegefeuer * 
,,,,,,,,,,,,
Im Tränentempel im ersten Raum *,,,,,,,,,,,,Auf dem Altar bei der Truhe mit Adanos' Krone *
,,,,,,,,,,,,
Weisheitstafel (Intelligenz),,,,,,Botentafel (Ausdauer),,,,,Alte Steintafel (+1 Mana),
,,,,,,,,,,,,
,,,,,,,,,,,,
In Adanos' Fegefeuer,,,,,,In Imarahs Turm *,,,,,Links vor dem Eingang zum Tempel hinter Adanar,
,,,,,,,,,,,,
2x in Imarahs Turm,,,,,,In der Truhe in der Pyramide mit Adanos' Zepter *,,,,,Auf dem Altar, zu dem Kruk betet,
,,,,,,,,,,,,
Auf einem der Lesepulte in der Großen Pyramide,,,,,,In der Truhe im Gebäude mit Mumien zwischen dem Titanenkreis und den Ruinen mit Ishi'Kurat *,,,,,Links vom Portal zum Verlorenen Bruder,
,,,,,,,,,,,,
In der Kleinen Pyramide mit Adanos' Zepter,,,,,,Auf der Säule unten in der Tränentempel-Lokation,,,,,,
,,,,,,,,,,,,
BERGBAUTAL,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Kriegertafel (Stärke),,,,Jägertafel (Geschicklichkeit),,,,Priestertafel (Mana),,,,Heilertafel (HP)
,,,,,,,,,,,,
In der Truhe in der Schmiede im Alten Lager der Bruderschaft,,,,In der Truhe auf dem Felsvorsprung hinter dem Baumstamm bei Netbeks Kloster,,,,In der Truhe hinter dem Wasserfall bei der Mine mit Grimes,,,,In einer der Hütten im äußeren Ring des Alten Lagers
,,,,,,,,,,,,
In Malbars Truhe in der Steinfestung,,,,"Quest ""Leute im Tal""",,,,In der Truhe in der Fallenhöhle im Eisbiom,,,,"Auf den ""Zähnen"" auf der Spitze von Xardas' Altem Turm"
,,,,,,,,,,,,
In der Truhe im Laderaum des Orkdrakkar,,,,Im Grab neben dem See beim Tor zum Schloss,,,,In der Truhe auf dem Turm über dem Schlosstor,,,,Beim Turm nahe Diego (hinter dem Ork-Armbrustschützen).
,,,,,,,,,,,,
In der Truhe im Yberion-Tempel im Alten Lager der Bruderschaft,,,,,,,,In der Truhe über dem Tor hinter der Hütte des Reisfürsten,,,,In einem der Räume neben dem Tempel des Träumenden unter untoten Orks
,,,,,,,,,,,,
In der Truhe des Steindrachen,,,,,,,,In der Truhe über dem Tor zum Neuen Lager,,,,Auf der Spitze des höchsten Turms im Schloss
,,,,,,,,,,,,
In der Truhe bei Olavs Leiche,,,,,,,,Im Schatz des Eisdrachen,,,,"In der Höhle mit Goblins neben dem Übergang zu den ""Orkgebieten"""
,,,,,,,,,,,,
In der Truhe im Lager mit dem Banditen Gruby,,,,,,,,In der Truhe bei Kreol,,,,In der Kiste mit der Orksprache in Xardas' Altem Turm
,,,,,,,,,,,,
In der Truhe in Darrions Zelt im Lager der Gestaltwandler,,,,,,,,Im Schatz des Feuerdrachen,,,,In der Kiste neben den Goblins neben der Verlassenen Mine
,,,,,,,,,,,,
,,,,,,,,In der Truhe in Cavalorns Hütte,,,,In der Truhe des Reisfürsten (Quest mit Cliffs Flucht)
,,,,,,,,,,,,
Schwertkämpfertafel (1H),,,,Speerkämpfertafel (2H),,,,Bogenschützentafel (Bogen),,,,Armbrustschützentafel (Armbrust)
,,,,,,,,,,,,
In Silvestros Mine *,,,,In der Truhe hinter den Zelten in Netbeks Lager *,,,,In der Truhe in der Steinfestung vor dem Raum mit Teamruk,,,,"In der Truhe beim Orkhäuptling aus der Quest ""Taktischer Vorteil"" *"
,,,,,,,,,,,,
,,,,In der Truhe in der Höhle mit dem Knochenschattenläufer neben Angars Krypta *,,,,Truhe im verlassenen Wachturm bei Cavalorns Hütte,,,,Im Grab neben dem See beim Tor zum Schloss *
,,,,,,,,,,,,
,,,,In der Truhe beim Turm nahe Diegos Lager.,,,,Im Grab in der zerstörten Arena vor dem Schloss,,,,"In der Truhe beim Eingang zu den ""Orkgebieten"" *"
,,,,,,,,,,,,
Weisheitstafel (Intelligenz),,,,,,Botentafel (Ausdauer),,,,,Alte Steintafel (+1 Mana),
,,,,,,,,,,,,
,,,,,,,,,,,,
Fehlt,,,,,,In der Truhe in Silvestros Mine *,,,,,Truhe neben dem Gespenst unter dem Nebelturm,
,,,,,,,,,,,,
,,,,,,In der Truhe vor Silvestros Mine *,,,,,In der Truhe neben der Höhle mit dem Almanach aus G1,
,,,,,,,,,,,,
,,,,,,,,,,,"In der Truhe neben dem Hügel, auf dem Gorn in G2 am Fuß der Steindrachen-Festung saß",
